Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,location_label
3405,Honda CR-V 2.4 AT,Hyderabad,21446.11,2014,88046,Petrol,Automatic,First,10.1,2354,152,5,10.1,location_big
3406,Mercedes-Benz A Class A180 CDI,Bangalore,30275.96,2014,8000,Diesel,Automatic,Second,20,2143,107.3,5,20,location_big
3407,Mahindra XUV500 AT W10 AWD,Coimbatore,25707.74,2018,82739,Diesel,Automatic,First,16,2179,140,7,16,location_big
3408,Mahindra Bolero SLX 2WD,Bangalore,3832.4,2006,193000,Diesel,Manual,Third,13.6,2523,63,7,13.6,location_big
3409,Renault Scala RxL AT,Mumbai,5595.3,2013,7000,Petrol,Automatic,First,17.97,1498,99.6,5,17.97,location_big
3410,Land Rover Freelander 2 HSE SD4,Ahmedabad,36024.56,2012,60000,Diesel,Automatic,Second,12.35,2179,187.74,5,12.35,location_big
3411,Maruti Alto 800 VXI,Pune,4767.51,2017,38000,Petrol,Manual,First,22.74,796,47.3,5,22.74,location_small
3412,Toyota Etios G,Kochi,7005.63,2013,56344,Petrol,Manual,First,17.6,1496,88.73,5,17.6,location_big
3413,Hyundai i20 Sportz Option,Mumbai,8155.35,2014,17858,Petrol,Manual,First,17,1197,80,5,17,location_big
3414,Hyundai i10 Sportz,Hyderabad,4905.47,2012,53000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
3415,Maruti Swift VDI BSIV,Kochi,8630.56,2016,67906,Diesel,Manual,First,25.2,1248,74,5,25.2,location_big
3416,Hyundai EON Magna Plus,Hyderabad,4598.88,2015,19000,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_big
3417,BMW 3 Series 320d,Mumbai,14179.88,2010,67000,Diesel,Automatic,Second,22.69,1995,190,5,22.69,location_big
3418,Tata Indigo XL Classic Dicor,Delhi,1839.55,2011,80000,Diesel,Manual,First,23.57,1396,70,5,23.57,location_big
3419,Maruti Alto 800 LXI,Delhi,3295.86,2015,61000,Petrol,Manual,First,22.74,796,47.3,5,22.74,location_big
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,4675.53,2010,39000,Diesel,Manual,First,22.07,1199,73.9,5,22.07,location_small
3421,Toyota Corolla Altis VL AT,Ahmedabad,17629.04,2014,59000,Petrol,Automatic,First,14.28,1798,138.03,5,14.28,location_big
3422,Hyundai Santro Xing GLS,Hyderabad,3525.81,2008,80931,Petrol,Manual,First,17.92,1086,62.1,5,17.92,location_big
3423,Maruti Swift ZXI,Kolkata,7588.15,2016,34000,Petrol,Manual,First,20.4,1197,81.8,5,20.4,location_small
3424,Renault Scala Diesel RxL,Hyderabad,7281.56,2013,130000,Diesel,Manual,First,21.64,1461,84.8,5,21.64,location_big
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,15559.54,2018,52380,Diesel,Manual,First,24.3,1248,88.5,5,24.3,location_big
3426,Nissan Micra XV,Kolkata,4062.34,2011,44000,Petrol,Manual,First,18.06,1198,75,5,18.06,location_small
3427,Ford Figo Diesel EXI,Hyderabad,5825.25,2015,84000,Diesel,Manual,First,20,1399,68.05,5,20,location_big
3428,Honda CR-V 2.0 AT,Kochi,25569.77,2017,41697,Petrol,Automatic,First,13.1,1997,141.1,5,13.1,location_big
3429,Nissan Terrano XV 110 PS,Pune,7664.8,2014,163000,Diesel,Manual,First,19.01,1461,108.5,5,19.01,location_small
3430,Toyota Etios Liva 1.2 G,Chennai,5748.6,2011,42000,Petrol,Manual,Second,17.71,1197,78.9,5,17.71,location_small
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,6300.47,2013,129000,Diesel,Manual,Third,21.27,1396,88.76,5,21.27,location_small
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,6515.08,2015,32200,Petrol,Manual,Second,18.16,1196,86.8,5,18.16,location_small
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,5288.71,2004,129000,Diesel,Manual,First,10.5,2835,107.2,6,10.5,location_big
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,34491.6,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,17.11,location_big
3435,Toyota Innova 2.0 E,Delhi,6898.32,2006,150000,Petrol,Manual,First,12.4,1998,132,8,12.4,location_big
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,1379.66,2007,140000,Petrol,Manual,First,15.26,1150,74.9,5,15.26,location_small
3437,Hyundai Getz GLS,Hyderabad,2835.98,2006,63181,Petrol,Manual,First,15.3,1341,83,5,15.3,location_big
3438,Honda Amaze S i-Dtech,Kolkata,4982.12,2013,39575,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_small
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,11251.93,2014,70374,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_big
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,6515.08,2015,26256,Diesel,Manual,First,20.14,1498,88.5,5,20.14,location_small
3442,Hyundai Elite i20 Petrol Sportz,Delhi,9887.59,2016,13460,Petrol,Manual,First,18.6,1197,81.86,5,18.6,location_big
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,16479.32,2011,122000,Diesel,Manual,Second,12.8,2494,102,8,12.8,location_small
3444,Mercedes-Benz M-Class ML 250 CDI,Kolkata,42539.64,2015,58589,Diesel,Automatic,First,15.26,2143,203.2,5,15.26,location_small
3445,Maruti Wagon R LX BSIII,Jaipur,1517.63,2005,115000,Petrol,Manual,Second,17.3,1061,64,5,17.3,location_small
3446,Ford Endeavour 2.2 Trend AT 4X2,Pune,36791.04,2016,75000,Diesel,Automatic,First,12.62,2198,158,7,12.62,location_small
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,9351.06,2016,30292,Petrol,Manual,First,18.6,1197,81.86,5,18.6,location_small
3448,Honda WRV i-VTEC VX,Ahmedabad,12646.92,2017,32248,Petrol,Manual,First,17.5,1199,88.7,5,17.5,location_big
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,7128.26,2013,74000,Petrol,Manual,First,16.47,1198,73.9,5,16.47,location_big
3450,Honda CR-V 2.0L 2WD MT,Mumbai,14946.36,2014,56100,Petrol,Manual,First,13.7,1997,153.86,5,13.7,location_big
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,6745.02,2014,61325,Petrol,Manual,First,18.9,1197,81.86,5,18.9,location_big
3452,Maruti Swift Dzire VXI,Kolkata,6116.51,2014,33000,Petrol,Manual,First,19.1,1197,85.8,5,19.1,location_small
3453,BMW 5 Series 2003-2012 530d,Coimbatore,70102.26,2016,18090,Diesel,Automatic,First,16.2,2993,258,5,16.2,location_big
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,8078.7,2014,71390,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_big
3455,Maruti Wagon R LXI CNG,Mumbai,5365.36,2014,41000,CNG,Manual,First,26.2,998,58.2,5,37.42857143,location_big
3456,Honda City i DTec V,Ahmedabad,11113.96,2016,67000,Diesel,Manual,First,26,1498,98.6,5,26,location_big
3457,Tata Indigo LS,Chennai,2452.74,2008,99000,Diesel,Manual,Second,17,1405,70,5,17,location_small
3458,Renault Duster 110PS Diesel RxL,Pune,9197.76,2014,142000,Diesel,Manual,Second,19.01,1461,108.45,5,19.01,location_small
3459,Hyundai i10 Sportz,Chennai,4598.88,2010,26966,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_small
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,7588.15,2015,27628,Petrol,Manual,First,18.7,1199,88.7,5,18.7,location_big
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,13781.31,2016,82497,Diesel,Manual,First,23.65,1248,88.5,5,23.65,location_big
3462,Honda Accord VTi-L MT,Mumbai,2835.98,2007,86000,Petrol,Manual,Third,11.9,2354,144,5,11.9,location_big
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,9443.03,2016,26981,Petrol,Manual,First,16.47,1198,73.9,5,16.47,location_big
3464,Maruti Ritz VDi,Hyderabad,5365.36,2010,110471,Diesel,Manual,First,21.1,1248,73.9,5,21.1,location_big
3465,Honda Amaze S Petrol,Jaipur,6898.32,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5,19.5,location_small
3466,Hyundai i20 1.2 Asta Option,Hyderabad,11880.44,2017,12000,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
3467,Renault Duster 85PS Diesel RxL,Hyderabad,10117.54,2014,77500,Diesel,Manual,First,20.45,1461,83.8,5,20.45,location_big
3468,Hyundai Grand i10 Magna,Kochi,7634.14,2014,48031,Petrol,Manual,First,18.9,1197,82,5,18.9,location_big
3469,BMW 3 Series 320d Highline,Chennai,14946.36,2008,170000,Diesel,Automatic,Third,16.07,1995,181,5,16.07,location_small
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,8507.93,2014,69565,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_big
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,15789.49,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5,21.5,location_big
3472,Honda Accord 2.4 AT,Chennai,11497.2,2011,85000,Petrol,Automatic,Second,11.7,2354,177.6,5,11.7,location_small
3473,Chevrolet Aveo 1.4,Hyderabad,2759.33,2008,55902,Petrol,Manual,First,14.49,1399,92.7,5,14.49,location_big
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,9581,2017,18500,Petrol,Manual,First,16.2,1199,74,5,16.2,location_big
3475,Mahindra Xylo D4 BS III,Hyderabad,10424.13,2015,129750,Diesel,Manual,Second,14.95,2489,93.7,7,14.95,location_big
3476,Hyundai i10 Magna AT,Hyderabad,4598.88,2009,50902,Petrol,Automatic,First,19.2,1197,80,5,19.2,location_big
3477,Mahindra XUV500 W8 4WD,Coimbatore,17782.34,2015,84725,Diesel,Manual,First,15.1,2179,140,7,15.1,location_big
3478,Hyundai Elantra CRDi SX,Mumbai,10654.07,2013,40000,Diesel,Manual,Second,22.7,1582,126.24,5,22.7,location_big
3479,Volkswagen Passat 1.8 TSI MT,Mumbai,5365.36,2010,60000,Petrol,Manual,Third,14.3,1798,160,5,14.3,location_big
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,8431.28,2014,33496,Petrol,Manual,First,18.9,1197,81.86,5,18.9,location_big
3481,Hyundai i20 Asta Option 1.2,Mumbai,8661.22,2015,25000,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,4982.12,2013,71000,Diesel,Manual,First,18.2,1248,73.8,8,18.2,location_big
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,11834.45,2015,20826,Petrol,Automatic,First,14.3,1598,103.6,5,14.3,location_big
3484,Hyundai Creta 1.6 CRDi SX,Pune,18395.52,2016,42244,Diesel,Manual,First,19.67,1582,126.2,5,19.67,location_small
3485,Chevrolet Beat Diesel PS,Jaipur,2376.09,2013,98598,Diesel,Manual,First,25.44,936,57.6,5,25.44,location_small
3486,Toyota Fortuner 3.0 Diesel,Delhi,16479.32,2011,62100,Diesel,Manual,First,11.5,2982,171,7,11.5,location_big
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,10301.49,2016,44238,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
3488,Audi Q7 3.0 TDI quattro,Coimbatore,43766.01,2012,91743,Diesel,Automatic,First,12.07,2967,241.4,7,12.07,location_big
3489,Porsche Panamera Diesel,Bangalore,114972,2013,19828,Diesel,Automatic,Second,17.85,2967,300,4,17.85,location_big
3490,Honda City i VTEC VX,Hyderabad,16080.75,2016,36891,Petrol,Manual,First,17.8,1497,117.3,5,17.8,location_big
3491,Mahindra Quanto C4,Hyderabad,5825.25,2012,90049,Diesel,Manual,First,17.21,1493,100,7,17.21,location_big
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,28359.76,2012,74002,Diesel,Automatic,First,16.55,1968,140,5,16.55,location_big
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,9197.76,2013,41000,Petrol,Automatic,First,12.37,2359,198.25,5,12.37,location_small
3494,Hyundai Verna 1.6 SX,Hyderabad,8431.28,2012,83678,Diesel,Manual,First,22.32,1582,126.32,5,22.32,location_big
3495,Maruti Wagon R LXI BS IV,Pune,3525.81,2010,91000,Petrol,Manual,First,18.9,998,67.1,5,18.9,location_small
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,13336.75,2016,50000,Diesel,Manual,First,24.52,1248,88.5,7,24.52,location_small
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,7588.15,2015,58000,Diesel,Manual,First,24.4,1120,71.01,5,24.4,location_big
3498,Maruti Swift VDI,Jaipur,6515.08,2012,80000,Diesel,Manual,First,22.9,1248,74,5,22.9,location_small
3499,Mahindra XUV500 W6 2WD,Kochi,16770.58,2017,41290,Diesel,Manual,Second,16,2179,140,7,16,location_big
3500,BMW 5 Series 520d Luxury Line,Delhi,32590.73,2013,65000,Diesel,Automatic,First,22.48,1995,190,5,22.48,location_big
3501,Toyota Corolla Altis 1.8 G,Bangalore,17629.04,2016,16471,Petrol,Manual,Second,14.28,1798,138.03,5,14.28,location_big
3502,Hyundai i20 Asta 1.4 CRDi,Pune,9197.76,2015,54339,Diesel,Manual,Second,22.54,1396,88.73,5,22.54,location_small
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,6285.14,2016,24025,Petrol,Manual,First,18.15,1198,82,6,18.15,location_big
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,3081.25,2013,24027,Petrol,Manual,First,24.7,796,47.3,5,24.7,location_small
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,3985.7,2010,59270,Petrol,Manual,First,15.7,1172,67,5,15.7,location_big
3506,Maruti Wagon R VXI BS IV,Kolkata,3602.46,2012,40000,Petrol,Manual,First,18.9,998,67.1,5,18.9,location_small
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,14026.58,2012,155566,Diesel,Manual,Second,9.5,2835,118.6,6,9.5,location_big
3508,Honda Brio EX MT,Chennai,4445.58,2013,42320,Petrol,Manual,First,19.4,1198,86.8,5,19.4,location_small
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,14072.57,2017,24153,Diesel,Manual,Second,22.54,1396,88.73,5,22.54,location_big
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,17552.39,2016,27000,Petrol,Automatic,First,13,1591,121.3,5,13,location_big
3511,Maruti Alto Green LXi (CNG),Hyderabad,3219.22,2012,92000,CNG,Manual,Second,26.83,796,38.4,5,38.32857143,location_big
3512,Honda Amaze S i-VTEC,Kochi,8477.27,2017,61795,Petrol,Manual,First,17.8,1198,86.7,5,17.8,location_big
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,5748.6,2016,13500,Petrol,Manual,First,18.15,1198,82,6,18.15,location_small
3514,Honda City i-VTEC CVT VX,Pune,19162,2018,4500,Petrol,Automatic,First,18,1497,117.3,5,18,location_small
3515,Mahindra XUV500 AT W10 FWD,Mumbai,23760.88,2017,23000,Diesel,Automatic,First,16,2179,140,7,16,location_big
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,22227.92,2013,80578,Diesel,Automatic,Second,14.84,2143,170,5,14.84,location_big
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,19100.68,2017,42646,Diesel,Automatic,First,19.6,1461,108.45,5,19.6,location_big
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,8048.04,2014,30000,Petrol,Manual,Second,16.47,1198,74,5,16.47,location_big
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,38324,2009,98000,Diesel,Automatic,Second,13.5,2987,282,5,13.5,location_big
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,68983.2,2012,50000,Diesel,Automatic,First,12.9,2993,271.23,4,12.9,location_big
3524,Maruti Swift VDI,Jaipur,7818.1,2015,63310,Diesel,Manual,First,28.4,1248,74,5,28.4,location_small
3525,Honda Amaze S i-Dtech,Delhi,5365.36,2014,66000,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_big
3526,BMW 3 Series 320d Highline,Ahmedabad,19162,2011,74000,Diesel,Automatic,Second,16.07,1995,181,5,16.07,location_big
3527,Hyundai Verna 1.4 EX,Hyderabad,8507.93,2012,93000,Diesel,Manual,First,23.5,1396,88.7,5,23.5,location_big
3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,29862.06,2015,70000,Diesel,Automatic,First,11.5,2982,169,7,11.5,location_big
3529,Maruti Swift VXI,Ahmedabad,5993.87,2012,48772,Petrol,Manual,First,18.6,1197,85.8,5,18.6,location_big
3530,Chevrolet Beat LS,Chennai,3357.18,2010,66000,Petrol,Manual,First,18.6,1199,79.4,5,18.6,location_small
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,10562.09,2017,27417,Petrol,Automatic,First,18.9,1197,82,5,18.9,location_big
3532,Ford Figo Petrol ZXI,Coimbatore,5319.37,2011,51593,Petrol,Manual,Second,15.6,1196,70,5,15.6,location_big
3534,Maruti Swift VXI BSIII,Pune,4368.94,2010,75000,Petrol,Manual,First,16.1,1298,88.2,5,16.1,location_small
3535,Audi A4 35 TDI Premium,Coimbatore,39305.09,2016,39237,Diesel,Automatic,First,17.11,1968,174.33,5,17.11,location_big
3536,Honda City V MT,Kochi,15758.83,2018,11966,Petrol,Manual,First,16.8,1497,116.3,5,16.8,location_big
3537,Honda Jazz V,Hyderabad,9657.65,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5,18.2,location_big
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,7281.56,2014,70920,Diesel,Manual,First,20.14,1498,88.8,5,20.14,location_small
3539,Nissan Terrano XL D Option,Hyderabad,8891.17,2013,65280,Diesel,Manual,First,19.87,1461,83.14,5,19.87,location_big
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,68216.72,2016,62000,Diesel,Automatic,First,12.51,2179,187.7,7,12.51,location_big
3541,Hyundai i20 Magna Optional 1.2,Kochi,7128.26,2014,44525,Petrol,Manual,First,18.5,1197,82.9,5,18.5,location_big
3542,Honda City 1.5 E MT,Jaipur,5518.66,2009,86863,Petrol,Manual,First,17,1497,118,5,17,location_small
3543,Mahindra XUV500 W10 AWD,Hyderabad,18778.76,2015,102626,Diesel,Manual,First,16,2179,140,7,16,location_big
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,30659.2,2017,45000,Diesel,Manual,First,16.3,1956,170,5,16.3,location_small
3545,Mahindra XUV500 W10 AWD,Jaipur,24527.36,2017,22000,Diesel,Manual,First,16,2179,140,7,16,location_small
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,9519.68,2011,108905,Diesel,Automatic,Second,11.79,2179,120,8,11.79,location_big
3547,Datsun GO Plus T,Kolkata,4982.12,2016,12800,Petrol,Manual,First,19.44,1198,67,7,19.44,location_small
3548,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,14946.36,2016,32000,Diesel,Manual,First,15.4,2179,120,7,15.4,location_small
3549,Honda Amaze S AT i-Vtech,Mumbai,6821.67,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5,15.5,location_big
3550,Honda City i-DTEC ZX,Pune,18395.52,2017,42000,Diesel,Manual,First,25.6,1498,98.6,5,25.6,location_small
3551,Tata Indigo GLE,Chennai,1226.37,2008,73000,Petrol,Manual,First,14.4,1396,65,5,14.4,location_small
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,9121.11,2018,48000,Diesel,Manual,First,24,1186,73.97,5,24,location_small
3553,Maruti Alto 800 2016-2019 CNG LXI,Pune,4598.88,2015,18000,CNG,Manual,First,33.44,796,40.3,4,47.77142857,location_small
3554,Hyundai Verna 1.4 CX VTVT,Kolkata,8048.04,2014,19000,Petrol,Manual,First,17.43,1396,105.5,5,17.43,location_small
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,34031.71,2019,33598,Diesel,Manual,First,13.68,2393,147.8,7,13.68,location_big
3556,BMW X1 sDrive20d,Jaipur,20694.96,2012,63000,Diesel,Automatic,First,17.05,1995,184,5,17.05,location_small
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,20694.96,2015,48000,Diesel,Automatic,First,16.96,1968,138.03,5,16.96,location_small
3558,Ford Figo Diesel ZXI,Delhi,5319.37,2014,66000,Diesel,Manual,First,20,1399,68.05,5,20,location_big
3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,14563.12,2013,80000,Diesel,Automatic,Second,11.18,2696,184,7,11.18,location_big
3560,Volkswagen Vento Petrol Highline,Chennai,7358.21,2011,37000,Petrol,Manual,First,15.04,1598,103.6,5,15.04,location_small
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,10025.56,2016,35058,Petrol,Manual,First,15,1598,103.52,5,15,location_big
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,4752.18,2012,52000,Petrol,Manual,First,16.47,1198,73.9,5,16.47,location_big
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,12248.35,2015,61313,Diesel,Manual,First,23.65,1248,88.5,5,23.65,location_big
3564,Toyota Corolla Altis G,Kolkata,5058.77,2009,45000,Petrol,Manual,Second,14.53,1798,138.1,5,14.53,location_small
3565,Maruti Ertiga ZDI,Bangalore,13413.4,2015,74000,Diesel,Manual,First,20.77,1248,88.8,7,20.77,location_big
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,6423.1,2013,89000,Petrol,Automatic,First,19.2,1197,80,5,19.2,location_big
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,47169.18,2019,13414,Diesel,Automatic,First,17.9,2143,136,5,17.9,location_big
3568,Honda City ZX VTEC,Jaipur,3234.55,2006,95000,Petrol,Manual,Second,16.9,1497,100,5,16.9,location_small
3569,Mahindra KUV 100 G80 K8,Jaipur,9581,2018,15900,Petrol,Manual,First,18.15,1198,82,6,18.15,location_small
3570,Toyota Fortuner 3.0 Diesel,Delhi,17475.74,2011,151000,Diesel,Manual,First,11.5,2982,171,7,11.5,location_big
3571,Honda City 1.5 V MT,Bangalore,7971.39,2011,65000,Petrol,Manual,First,17,1497,118,5,17,location_big
3572,Audi A6 35 TDI Matrix,Coimbatore,61073.13,2017,36824,Diesel,Automatic,First,18.53,1968,187.74,5,18.53,location_big
3573,Ford Figo Diesel ZXI,Coimbatore,6821.67,2013,65287,Diesel,Manual,First,20,1399,68.05,5,20,location_big
3574,Mercedes-Benz GLA Class 200 CDI,Kolkata,29892.72,2014,52000,Diesel,Automatic,First,17.9,2143,136,5,17.9,location_small
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2682.68,2007,33000,Petrol,Manual,First,15.26,1150,74.9,5,15.26,location_big
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,7818.1,2016,71000,Diesel,Manual,First,25.83,1498,99,5,25.83,location_big
3577,Hyundai Elantra CRDi SX AT,Delhi,10424.13,2013,71000,Diesel,Automatic,First,22.7,1582,126.2,5,22.7,location_big
3578,Maruti Baleno Zeta CVT,Kolkata,8799.19,2016,20000,Petrol,Automatic,First,21.4,1197,83.1,5,21.4,location_small
3579,Maruti Swift LXi BSIV,Hyderabad,5058.77,2010,71000,Petrol,Manual,First,16.1,1197,85,5,16.1,location_big
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,49054.72,2010,29000,Diesel,Automatic,First,9.9,3498,271.72,4,9.9,location_big
3581,BMW 3 Series Luxury Line,Ahmedabad,53653.6,2016,27000,Diesel,Automatic,First,21.76,1995,190,5,21.76,location_big
3582,Maruti Dzire AMT ZDI Plus,Chennai,13643.34,2017,19000,Diesel,Automatic,First,28.4,1248,73.75,5,28.4,location_small
3583,Hyundai Verna 1.6 SX VTVT,Mumbai,6131.84,2011,58000,Petrol,Manual,Second,17.01,1591,121.3,5,17.01,location_big
3584,Jeep Compass 2.0 Longitude,Kochi,29831.4,2018,42203,Diesel,Manual,First,17.1,1956,170,5,17.1,location_big
3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,8048.04,2009,94000,Diesel,Automatic,First,11.4,1991,142,5,11.4,location_big
3586,Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,3985.7,2013,52000,CNG,Manual,Second,15.1,1196,73,5,21.57142857,location_big
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,14133.89,2018,4900,Diesel,Manual,First,21.5,1497,108.5,5,21.5,location_small
3588,Hyundai EON Era Plus,Jaipur,2759.33,2013,70000,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_small
3590,BMW 5 Series 2013-2017 530d M Sport,Kochi,48671.48,2015,65266,Diesel,Automatic,First,14.69,2993,258,5,14.69,location_big
3591,Maruti Ertiga VDI,Delhi,9182.43,2014,54569,Diesel,Manual,First,20.77,1248,88.76,7,20.77,location_big
3592,Honda Amaze E i-Vtech,Kochi,7572.82,2015,51361,Petrol,Manual,First,18,1198,86.7,5,18,location_big
3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2299.44,2007,125000,Petrol,Manual,Third,16.6,1388,68,5,16.6,location_small
3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,4982.12,2008,66000,Petrol,Manual,Third,13.5,1799,130,5,13.5,location_big
3595,Maruti Wagon R LX DUO BSIII,Hyderabad,2989.27,2007,65047,LPG,Manual,First,17.3,1061,57.5,5,9.105263158,location_big
3596,Maruti Ertiga ZDI,Delhi,9964.24,2014,22281,Diesel,Manual,First,20.77,1248,88.8,7,20.77,location_big
3597,Hyundai Grand i10 CRDi Sportz,Delhi,5687.28,2013,63210,Diesel,Manual,First,24,1120,70,5,24,location_big
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,7664.8,2018,31000,Petrol,Manual,First,20.14,1197,81.86,5,20.14,location_small
3599,Hyundai i10 Era,Ahmedabad,3050.59,2008,60000,Petrol,Manual,First,19.81,1086,68.05,5,19.81,location_big
3600,Honda Amaze S i-Vtech,Mumbai,6515.08,2017,32006,Petrol,Manual,First,18,1198,86.7,5,18,location_big
3601,Audi A6 2.7 TDI,Ahmedabad,12263.68,2009,78000,Diesel,Automatic,First,12.4,2698,179.5,5,12.4,location_big
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,4522.23,2011,9489,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
3603,Renault KWID RXT Optional,Pune,5365.36,2018,5000,Petrol,Manual,First,25.17,799,53.3,5,25.17,location_small
3604,Audi A4 New 2.0 TDI Multitronic,Jaipur,24527.36,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,15.2,location_small
3605,Maruti Alto 800 LXI Airbag,Jaipur,4215.64,2015,50000,Petrol,Manual,First,22.74,796,47.3,5,22.74,location_small
3606,Honda City i VTEC VX Option,Delhi,10654.07,2015,53000,Petrol,Manual,First,17.8,1497,117.3,5,17.8,location_big
3607,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,19162,2011,64000,Petrol,Automatic,Second,11.74,1796,186,5,11.74,location_big
3608,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,56458.92,2017,43827,Diesel,Automatic,First,13.22,2967,241.4,5,13.22,location_big
3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,4138.99,2011,36431,Petrol,Manual,First,16.2,1199,74,5,16.2,location_small
3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,15176.3,2017,35000,Diesel,Manual,First,21.38,1396,88.7,5,21.38,location_big
