,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
2616,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,45222.32,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,15.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E
2617,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,26903.45,2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9,Mercedes-Benz,GLA Class 200 CDI SPORT
2618,Volvo S60 D3,Chennai,18395.52,2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,18.5,Volvo,S60 D3
2619,Audi A8 L 3.0 TDI quattro,Bangalore,20694.96,2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,11.8,Audi,A8 L 3.0 TDI quattro
2620,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,7818.1,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,22.32,Hyundai,Verna 1.6 SX CRDI (O) AT
2621,BMW 3 Series 320d,Kolkata,15789.49,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,22.69,BMW,3 Series 320d
2622,Hyundai Verna 1.6 SX,Delhi,8737.87,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32,Hyundai,Verna 1.6 SX
2623,Maruti Wagon R VXI,Kochi,5227.39,2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5.0,22.5,Maruti,Wagon R VXI
2624,Ford Figo Diesel EXI,Hyderabad,3679.1,2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,20.0,Ford,Figo Diesel EXI
2625,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,8584.58,2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6.0,18.15,Mahindra,KUV 100 mFALCON G80 K2
2626,Tata Indigo LS,Pune,1532.96,2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,17.0,Tata,Indigo LS
2627,Mahindra TUV 300 T8 AMT,Hyderabad,12570.27,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,18.49,Mahindra,TUV 300 T8 AMT
2628,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,42156.4,2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,15.17,Audi,Q3 35 TDI Quattro Premium Plus
2629,Maruti Wagon R VXI 1.2,Jaipur,5365.36,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,21.5,Maruti,Wagon R VXI 1.2
2630,Maruti Celerio CNG VXI MT,Kochi,7020.96,2016,70536,CNG,Manual,First,31.79,998.0,58.33,5.0,45.41428571428572,Maruti,Celerio CNG VXI MT
2631,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,15850.81,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3,Maruti,Vitara Brezza ZDi Plus Dual Tone
2632,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,4982.12,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,12.7,Mahindra,Scorpio DX 2.6 Turbo 8 Str
2633,Hyundai Tucson CRDi,Jaipur,7664.8,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,12.6,Hyundai,Tucson CRDi
2634,Hyundai Santro Xing GLS,Hyderabad,3449.16,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,17.92,Hyundai,Santro Xing GLS
2635,Porsche Panamera Diesel 250hp,Kochi,78978.1,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,18.18,Porsche,Panamera Diesel 250hp
2636,Maruti Vitara Brezza VDi Option,Kochi,13214.12,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3,Maruti,Vitara Brezza VDi Option
2637,Maruti Swift Dzire VDI,Mumbai,11113.96,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire VDI
2638,Honda Amaze V Petrol,Kochi,8385.29,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,19.5,Honda,Amaze V Petrol
2639,Jaguar XF 2.2 Litre Luxury,Pune,47521.76,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,16.36,Jaguar,XF 2.2 Litre Luxury
2640,Mini Cooper Convertible S,Kochi,55155.9,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,16.82,Mini,Cooper Convertible S
2641,Hyundai EON Era Plus,Jaipur,5242.72,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON Era Plus
2642,Audi A6 3.0 TDI quattro,Ahmedabad,17629.04,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,16.77,Audi,A6 3.0 TDI quattro
2643,Hyundai i20 Active 1.2 SX Dual Tone,Pune,11113.96,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,17.19,Hyundai,i20 Active 1.2 SX Dual Tone
2644,Maruti Swift AMT DDiS VDI,Chennai,12263.68,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,28.4,Maruti,Swift AMT DDiS VDI
2645,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,11236.6,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7,Ford,Ecosport 1.5 DV5 MT Titanium
2646,Maruti Wagon R VXI BS IV with ABS,Kolkata,5135.42,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R VXI BS IV with ABS
2647,Volkswagen Vento 1.5 TDI Highline,Mumbai,6745.02,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,20.34,Volkswagen,Vento 1.5 TDI Highline
2648,Toyota Etios VX,Kolkata,4583.55,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,17.6,Toyota,Etios VX
2649,Honda Jazz 1.2 SV i VTEC,Bangalore,8584.58,2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,18.7,Honda,Jazz 1.2 SV i VTEC
2650,Volkswagen CrossPolo 1.5 TDI,Coimbatore,10163.52,2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,20.14,Volkswagen,CrossPolo 1.5 TDI
2651,Volkswagen Ameo 1.5 TDI Highline,Kochi,12110.38,2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,21.66,Volkswagen,Ameo 1.5 TDI Highline
2652,Honda City V MT Exclusive,Kochi,10730.72,2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,16.8,Honda,City V MT Exclusive
2653,Honda Brio VX AT,Hyderabad,7588.15,2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,16.5,Honda,Brio VX AT
2654,Skoda Rapid 1.6 MPI AT Style,Mumbai,14087.9,2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,14.3,Skoda,Rapid 1.6 MPI AT Style
2655,Hyundai Verna CRDi,Hyderabad,7818.1,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,16.8,Hyundai,Verna CRDi
2656,Hyundai i20 Active S Diesel,Jaipur,9044.46,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,21.19,Hyundai,i20 Active S Diesel
2657,Maruti Baleno Alpha CVT,Kochi,14578.45,2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,21.4,Maruti,Baleno Alpha CVT
2658,Honda CR-V 2.4L 4WD MT,Mumbai,5978.54,2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,11.1,Honda,CR-V 2.4L 4WD MT
2659,Maruti Swift Dzire VXI,Coimbatore,8262.65,2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,19.1,Maruti,Swift Dzire VXI
2660,Maruti Swift Dzire VDi,Pune,4598.88,2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,19.3,Maruti,Swift Dzire VDi
2661,Maruti Swift Dzire ZDI,Jaipur,6591.73,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire ZDI
2662,Maruti Swift Dzire ZXI,Jaipur,10347.48,2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,20.85,Maruti,Swift Dzire ZXI
2663,Hyundai Grand i10 Sportz,Jaipur,6898.32,2017,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 Sportz
2664,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,4215.64,2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17.8,Ford,Fiesta 1.4 ZXi TDCi ABS
2665,Hyundai Verna 1.6 CRDi S,Chennai,13796.64,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,23.9,Hyundai,Verna 1.6 CRDi S
2666,Ford Figo Diesel EXI,Delhi,3909.05,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,20.0,Ford,Figo Diesel EXI
2667,Tata Manza Aqua Quadrajet BS IV,Coimbatore,5426.68,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,21.12,Tata,Manza Aqua Quadrajet BS IV
2668,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,6515.08,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,13.5,Honda,Civic 2006-2010 1.8 S MT
2669,Maruti Alto LX BSIII,Ahmedabad,1839.55,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,19.7,Maruti,Alto LX BSIII
2670,BMW 5 Series 520d Luxury Line,Ahmedabad,29892.72,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,22.48,BMW,5 Series 520d Luxury Line
2671,Mahindra XUV500 W8 2WD,Bangalore,18395.52,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,16.0,Mahindra,XUV500 W8 2WD
2672,Maruti Ritz VDi,Hyderabad,5978.54,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,23.2,Maruti,Ritz VDi
2673,Maruti Vitara Brezza ZDi Plus,Kochi,13995.92,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3,Maruti,Vitara Brezza ZDi Plus
2674,Maruti Eeco 7 Seater Standard,Pune,3449.16,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,15.1,Maruti,Eeco 7 Seater Standard
2675,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,4982.12,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,17.5,Maruti,Swift Dzire 1.2 Vxi BSIV
2676,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,22672.48,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17.01,Hyundai,Creta 1.6 CRDi AT SX Plus
2677,Maruti Wagon R LXI,Mumbai,3602.46,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,22.5,Maruti,Wagon R LXI
2678,Maruti Celerio ZDi,Kolkata,4752.18,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,27.62,Maruti,Celerio ZDi
2679,Hyundai Santa Fe 2WD AT,Delhi,19775.18,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,13.01,Hyundai,Santa Fe 2WD AT
2680,Hyundai EON D Lite Plus Option,Kolkata,3832.4,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON D Lite Plus Option
2681,Hyundai i20 Sportz 1.2,Delhi,5595.3,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,18.5,Hyundai,i20 Sportz 1.2
2682,Hyundai Verna 1.6 SX VTVT (O),Bangalore,11497.2,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1,Hyundai,Verna 1.6 SX VTVT (O)
2683,Honda Brio S Option MT,Kochi,5733.27,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,18.4,Honda,Brio S Option MT
2684,Maruti Swift VXI Optional,Kochi,8983.15,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,20.4,Maruti,Swift VXI Optional
2685,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60735.88,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
2686,Maruti Swift VDI Optional,Coimbatore,10807.37,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2,Maruti,Swift VDI Optional
2687,Maruti Swift AMT VDI,Delhi,11497.2,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,28.4,Maruti,Swift AMT VDI
2688,Chevrolet Beat Diesel LS,Chennai,3219.22,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,25.44,Chevrolet,Beat Diesel LS
2689,Skoda Superb Elegance 1.8 TSI AT,Delhi,17782.34,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.7,Skoda,Superb Elegance 1.8 TSI AT
2690,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,29509.48,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,14.84,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare
2691,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,27470.64,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,13.68,Toyota,Innova Crysta 2.4 VX MT 8S
2692,Hyundai i10 Sportz,Kolkata,5518.66,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Sportz
2693,Honda Amaze S i-DTEC,Ahmedabad,6898.32,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze S i-DTEC
2694,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,11343.9,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,21.9,Hyundai,i20 Magna 1.4 CRDi (Diesel)
2695,Mercedes-Benz GLE 350d,Coimbatore,90889.2,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,11.57,Mercedes-Benz,GLE 350d
2696,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,8431.28,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,12.05,Mahindra,Scorpio 2009-2014 SLE 7S BSIV
2697,Hyundai Getz GLE,Bangalore,2682.68,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,15.3,Hyundai,Getz GLE
2698,Maruti Baleno Alpha,Mumbai,10347.48,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4,Maruti,Baleno Alpha
2699,Chevrolet Optra Magnum 2.0 LT,Chennai,6055.19,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,16.52,Chevrolet,Optra Magnum 2.0 LT
2700,Hyundai Verna 1.6 SX VTVT (O),Mumbai,6438.43,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1,Hyundai,Verna 1.6 SX VTVT (O)
2701,Honda City 1.5 V MT,Hyderabad,12876.86,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0,Honda,City 1.5 V MT
2702,Volkswagen Polo GT TSI,Mumbai,12646.92,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,17.21,Volkswagen,Polo GT TSI
2703,Honda Brio E MT,Bangalore,5074.1,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4,Honda,Brio E MT
2704,Maruti Swift Dzire VDI,Ahmedabad,11497.2,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,26.59,Maruti,Swift Dzire VDI
2705,Honda City 1.5 V MT Exclusive,Pune,7281.56,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0,Honda,City 1.5 V MT Exclusive
2706,Mahindra Ssangyong Rexton RX7,Pune,13474.72,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,11.18,Mahindra,Ssangyong Rexton RX7
2707,Skoda Superb Elegance 1.8 TSI MT,Pune,14563.12,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,13.1,Skoda,Superb Elegance 1.8 TSI MT
2708,Maruti Alto LXi,Kolkata,2376.09,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7,Maruti,Alto LXi
2709,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,8967.82,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel)
2710,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,11527.86,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,15.8,Ford,Ecosport 1.5 Ti VCT MT Trend
2711,Nissan Micra Diesel XV,Hyderabad,5518.66,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,23.08,Nissan,Micra Diesel XV
2712,Honda Brio E MT,Kochi,7250.9,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4,Honda,Brio E MT
2713,Mahindra Ssangyong Rexton RX7,Delhi,16096.08,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11.18,Mahindra,Ssangyong Rexton RX7
2714,BMW 7 Series 730Ld Sedan,Coimbatore,52948.44,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,16.46,BMW,7 Series 730Ld Sedan
2715,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,9305.07,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9,Hyundai,Grand i10 1.2 Kappa Sportz
2716,Maruti Baleno Delta 1.2,Coimbatore,11895.77,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4,Maruti,Baleno Delta 1.2
2717,Mahindra Xylo E8 ABS BS IV,Coimbatore,11435.88,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,11.68,Mahindra,Xylo E8 ABS BS IV
2718,Renault Fluence Diesel E4,Delhi,5350.03,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,21.8,Renault,Fluence Diesel E4
2719,Hyundai i20 1.2 Magna,Coimbatore,6208.49,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,18.5,Hyundai,i20 1.2 Magna
2720,Mitsubishi Pajero 2.8 SFX,Kochi,18211.56,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,10.5,Mitsubishi,Pajero 2.8 SFX
2721,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,9887.59,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,14.53,Toyota,Corolla Altis 2008-2013 1.8 VL AT
2722,BMW X5 X5 M,Pune,76648.0,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,15.97,BMW,X5 X5 M
2723,BMW 3 Series 2005-2011 325i Sedan,Pune,13796.64,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,10.9,BMW,3 Series 2005-2011 325i Sedan
2724,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,21844.68,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17.01,Hyundai,Creta 1.6 CRDi AT SX Plus
2725,Mahindra TUV 300 2015-2019 T8,Coimbatore,11282.59,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,18.49,Mahindra,TUV 300 2015-2019 T8
2726,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,6745.02,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,12.05,Mahindra,Scorpio VLX 2.2 mHawk BSIII
2727,Renault KWID RXT,Mumbai,4752.18,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17,Renault,KWID RXT
2728,Renault KWID 1.0 RXT Optional AMT,Coimbatore,6561.07,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,22.5,Renault,KWID 1.0 RXT Optional AMT
2729,Maruti Swift VXi BSIV,Pune,8431.28,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,16.1,Maruti,Swift VXi BSIV
2730,Skoda Laura 1.9 TDI AT Ambiente,Kolkata,10715.39,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,17.0,Skoda,Laura 1.9 TDI AT Ambiente
2731,Maruti Alto 800 2016-2019 VXI,Coimbatore,6576.4,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,24.7,Maruti,Alto 800 2016-2019 VXI
2732,Maruti Swift VXI,Delhi,6438.43,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,18.6,Maruti,Swift VXI
2733,Hyundai i20 1.4 CRDi Sportz,Pune,6300.47,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0,Hyundai,i20 1.4 CRDi Sportz
2734,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,28743.0,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,15.73,Audi,Q3 2012-2015 35 TDI Quattro Premium
2735,Mercedes-Benz GLE 350d,Mumbai,99565.75,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,11.57,Mercedes-Benz,GLE 350d
2736,Hyundai i10 Era,Mumbai,2437.41,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Era
2737,Maruti Wagon R LXI Optional,Kolkata,5518.66,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51,Maruti,Wagon R LXI Optional
2738,Honda City i VTEC V,Kochi,12064.4,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,17.8,Honda,City i VTEC V
2739,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,8507.93,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9,Hyundai,Grand i10 1.2 Kappa Sportz
2740,Honda City i DTEC VX,Jaipur,9810.94,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,25.1,Honda,City i DTEC VX
2741,Maruti Swift Dzire VXi,Mumbai,4062.34,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,17.5,Maruti,Swift Dzire VXi
2742,Maruti Swift Dzire ZXi,Delhi,8431.28,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,17.5,Maruti,Swift Dzire ZXi
2743,Mahindra XUV500 W8 2WD,Kochi,11205.94,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1,Mahindra,XUV500 W8 2WD
2744,Maruti Ciaz ZDi Plus SHVS,Jaipur,10884.02,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09,Maruti,Ciaz ZDi Plus SHVS
2745,Hyundai Verna 1.6 SX CRDi (O),Kochi,12003.08,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32,Hyundai,Verna 1.6 SX CRDi (O)
2746,Hyundai Accent CRDi,Mumbai,1303.02,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,13.1,Hyundai,Accent CRDi
2747,Honda Brio S MT,Mumbai,5442.01,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4,Honda,Brio S MT
2748,Hyundai i20 Active 1.2 SX,Coimbatore,12554.94,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,17.19,Hyundai,i20 Active 1.2 SX
2749,BMW 3 Series 320d Sport Line,Pune,42922.88,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.88,BMW,3 Series 320d Sport Line
2750,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,19928.48,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,16.96,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
2751,Volkswagen Polo Petrol Highline 1.6L,Chennai,5043.44,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,15.26,Volkswagen,Polo Petrol Highline 1.6L
2752,Maruti Swift VXi BSIV,Pune,6760.35,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,16.1,Maruti,Swift VXi BSIV
2753,Renault Duster 110PS Diesel RxZ,Kolkata,7649.47,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,19.01,Renault,Duster 110PS Diesel RxZ
2754,BMW X3 xDrive 20d Luxury Line,Hyderabad,27562.62,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,18.56,BMW,X3 xDrive 20d Luxury Line
2755,Fiat Avventura MULTIJET Emotion,Coimbatore,11819.12,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,20.5,Fiat,Avventura MULTIJET Emotion
2756,Maruti Wagon R Stingray VXI,Delhi,4292.29,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51,Maruti,Wagon R Stingray VXI
2757,Chevrolet Sail Hatchback LS ABS,Kolkata,4598.88,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,22.1,Chevrolet,Sail Hatchback LS ABS
2758,Mahindra XUV500 W8 2WD,Coimbatore,19146.67,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1,Mahindra,XUV500 W8 2WD
2759,Tata Zest Quadrajet 1.3,Kochi,7664.8,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,23.0,Tata,Zest Quadrajet 1.3
2760,BMW X3 xDrive20d xLine,Kochi,50035.81,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,18.56,BMW,X3 xDrive20d xLine
2761,Maruti Swift VDI BSIV,Chennai,9964.24,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2,Maruti,Swift VDI BSIV
2762,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,53653.6,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,18.12,BMW,5 Series 2013-2017 520d Luxury Line
2763,Tata Indigo CS eVX,Chennai,3065.92,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,25.0,Tata,Indigo CS eVX
2764,Mahindra XUV500 W8 2WD,Kochi,14501.8,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1,Mahindra,XUV500 W8 2WD
2765,Audi Q7 35 TDI Quattro Premium Plus,Kochi,59785.44,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,12.07,Audi,Q7 35 TDI Quattro Premium Plus
2766,BMW 5 Series 2003-2012 520d,Hyderabad,22994.4,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,18.48,BMW,5 Series 2003-2012 520d
2767,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,9427.7,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1,Hyundai,Verna 1.6 SX VTVT (O)
2768,Hyundai Santa Fe 4WD AT,Pune,22227.92,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,13.01,Hyundai,Santa Fe 4WD AT
2769,Maruti Wagon R AMT VXI,Kochi,7940.73,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,20.51,Maruti,Wagon R AMT VXI
2770,Maruti Wagon R LX BSIII,Pune,1900.87,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,17.3,Maruti,Wagon R LX BSIII
2771,Hyundai i20 Sportz 1.2,Kolkata,4292.29,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,18.5,Hyundai,i20 Sportz 1.2
