,Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
2763,2763,Tata Indigo CS eVX,Chennai,3065.92,2014_2016,100073,Diesel,Manual,Other,25.0,1396,69.01,Others,25.0,Tata,Indigo CS eVX
2764,2764,Mahindra XUV500 W8 2WD,Kochi,14501.8,2014_2016,59182,Diesel,Manual,First,15.1,2179,140.0,7,15.1,Mahindra,XUV500 W8 2WD
2765,2765,Audi Q7 35 TDI Quattro Premium Plus,Kochi,59785.44,2014_2016,72132,Diesel,Automatic,Other,12.07,2967,241.4,7,12.07,Audi,Q7 35 TDI Quattro Premium Plus
2766,2766,BMW 5 Series 2003-2012 520d,Hyderabad,22994.4,2007_2012,79000,Diesel,Automatic,First,18.48,1995,177.0,Others,18.48,BMW,5 Series 2003-2012 520d
2767,2767,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,9427.7,2013_2014,66930,Others,Manual,First,17.1,1591,121.3,Others,17.1,Hyundai,Verna 1.6 SX VTVT (O)
2768,2768,Hyundai Santa Fe 4WD AT,Pune,22227.92,2014_2016,100000,Diesel,Automatic,Other,13.01,2199,194.3,7,13.01,Hyundai,Santa Fe 4WD AT
2769,2769,Maruti Wagon R AMT VXI,Kochi,7940.73,2017_2019,27413,Others,Automatic,First,20.51,998,67.0,Others,20.51,Maruti,Wagon R AMT VXI
2770,2770,Maruti Wagon R LX BSIII,Pune,1900.87,2007_2012,90000,Others,Manual,Other,17.3,1061,64.0,Others,17.3,Maruti,Wagon R LX BSIII
2771,2771,Hyundai i20 Sportz 1.2,Kolkata,4292.29,2013_2014,40300,Others,Manual,First,18.5,1197,82.85,Others,18.5,Hyundai,i20 Sportz 1.2
2772,2772,Skoda Superb Elegance 1.8 TSI AT,Kochi,8017.38,2007_2012,73783,Others,Automatic,Other,13.7,1798,157.75,Others,13.7,Skoda,Superb Elegance 1.8 TSI AT
2773,2773,Hyundai Getz GLS,Pune,689.83,1998_2006,86000,Others,Manual,Other,15.3,1341,83.0,Others,15.3,Hyundai,Getz GLS
2774,2774,Maruti Wagon R LXI BS IV,Delhi,4982.12,2013_2014,65694,Others,Manual,First,18.9,998,67.1,Others,18.9,Maruti,Wagon R LXI BS IV
2775,2775,Maruti Omni MPI CARGO BSIV,Kolkata,2299.44,2014_2016,23000,Others,Manual,First,16.8,796,34.2,Others,16.8,Maruti,Omni MPI CARGO BSIV
2776,2776,Hyundai i10 Magna 1.2,Mumbai,4368.94,2007_2012,51000,Others,Manual,First,20.36,1197,78.9,Others,20.36,Hyundai,i10 Magna 1.2
2777,2777,Renault KWID 1.0 RXT Optional,Kochi,6898.32,2017_2019,18335,Others,Manual,First,21.7,999,67.0,Others,21.7,Renault,KWID 1.0 RXT Optional
2778,2778,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,24910.6,2013_2014,36000,Diesel,Automatic,First,15.0,2147,107.3,Others,15.0,Mercedes-Benz,B Class 2012-2015 B200 Sport CDI
2779,2779,Volkswagen Polo GT TSI,Mumbai,11880.44,2017_2019,25000,Others,Automatic,First,17.21,1197,103.5,Others,17.21,Volkswagen,Polo GT TSI
2780,2780,Mahindra Scorpio VLX 4WD,Bangalore,6668.38,2007_2012,81000,Diesel,Manual,Other,12.05,2179,120.0,Others,12.05,Mahindra,Scorpio VLX 4WD
2781,2781,Toyota Fortuner 2.8 2WD AT,Kochi,50786.96,2017_2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,12.9,Toyota,Fortuner 2.8 2WD AT
2782,2782,Chevrolet Beat Diesel LT,Coimbatore,5564.64,2013_2014,75421,Diesel,Manual,First,25.44,936,56.3,Others,25.44,Chevrolet,Beat Diesel LT
2783,2783,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,7281.56,2007_2012,80000,Diesel,Manual,First,12.8,2494,102.0,Others,12.8,Toyota,Innova 2.5 G4 Diesel 8-seater
2784,2784,Maruti Swift Dzire VXI,Kochi,9979.57,2017_2019,10671,Others,Manual,First,20.85,1197,83.14,Others,20.85,Maruti,Swift Dzire VXI
2785,2785,Renault KWID Climber 1.0 MT,Hyderabad,7358.21,2017_2019,4126,Others,Manual,First,21.7,999,67.0,Others,21.7,Renault,KWID Climber 1.0 MT
2786,2786,Tata Bolt Quadrajet XM,Hyderabad,9197.76,2017_2019,98500,Diesel,Manual,First,22.95,1248,74.0,Others,22.95,Tata,Bolt Quadrajet XM
2787,2787,Hyundai Grand i10 Asta,Coimbatore,9810.94,2014_2016,61578,Others,Manual,First,18.9,1197,82.0,Others,18.9,Hyundai,Grand i10 Asta
2788,2788,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,7511.5,2013_2014,54000,Diesel,Manual,First,20.34,1498,103.2,Others,20.34,Volkswagen,Vento 1.5 TDI Highline
2789,2789,Audi A6 2011-2015 2.0 TDI,Coimbatore,31532.99,2013_2014,70998,Diesel,Automatic,First,17.68,1968,174.33,Others,17.68,Audi,A6 2011-2015 2.0 TDI
2790,2790,Maruti Swift Dzire Ldi BSIV,Kolkata,7296.89,2014_2016,40082,Diesel,Manual,First,19.3,1248,73.9,Others,19.3,Maruti,Swift Dzire Ldi BSIV
2791,2791,Chevrolet Spark 1.0 LT,Kochi,3065.92,2007_2012,50619,Others,Manual,First,18.0,995,62.0,Others,18.0,Chevrolet,Spark 1.0 LT
2792,2792,BMW 3 Series 320d,Coimbatore,15206.96,2007_2012,103905,Diesel,Automatic,First,22.69,1995,190.0,Others,22.69,BMW,3 Series 320d
2793,2793,Hyundai EON Era Plus,Kochi,5656.62,2017_2019,15334,Others,Manual,First,21.1,814,55.2,Others,21.1,Hyundai,EON Era Plus
2794,2794,Maruti Swift Dzire VDI,Hyderabad,8814.52,2013_2014,69000,Diesel,Manual,First,23.4,1248,74.0,Others,23.4,Maruti,Swift Dzire VDI
2795,2795,Volkswagen CrossPolo 1.5 TDI,Hyderabad,8737.87,2013_2014,75160,Diesel,Manual,First,20.14,1498,88.5,Others,20.14,Volkswagen,CrossPolo 1.5 TDI
2796,2796,Honda Amaze E i-Vtech,Coimbatore,7572.82,2013_2014,44753,Others,Manual,First,18.0,1198,86.7,Others,18.0,Honda,Amaze E i-Vtech
2797,2797,Volkswagen Vento Petrol Highline AT,Kochi,6576.4,2007_2012,53024,Others,Automatic,First,14.4,1598,103.6,Others,14.4,Volkswagen,Vento Petrol Highline AT
2798,2798,Maruti Wagon R Stingray VXI,Kolkata,4598.88,2013_2014,23840,Others,Manual,First,20.51,998,67.04,Others,20.51,Maruti,Wagon R Stingray VXI
2799,2799,Volkswagen Polo 1.5 TDI Highline,Hyderabad,9964.24,2013_2014,81298,Diesel,Manual,First,20.14,1498,88.8,Others,20.14,Volkswagen,Polo 1.5 TDI Highline
2800,2800,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,7511.5,2014_2016,59000,Others,Manual,Other,16.47,1198,73.9,Others,16.47,Volkswagen,Polo Petrol Comfortline 1.2L
2801,2801,Honda Amaze SX i-DTEC,Kochi,8277.98,2014_2016,51806,Diesel,Manual,First,25.8,1498,98.6,Others,25.8,Honda,Amaze SX i-DTEC
2802,2802,Audi A6 35 TDI Matrix,Delhi,36791.04,2013_2014,56000,Diesel,Automatic,First,18.53,1968,187.74,Others,18.53,Audi,A6 35 TDI Matrix
2803,2803,Tata Tigor 1.05 Revotorq XZ Option,Kochi,11435.88,2017_2019,29279,Diesel,Manual,First,24.7,1047,69.0,Others,24.7,Tata,Tigor 1.05 Revotorq XZ Option
2804,2804,Volkswagen Vento 1.5 TDI Highline AT,Kochi,14716.42,2017_2019,33550,Diesel,Automatic,First,21.5,1498,108.5,Others,21.5,Volkswagen,Vento 1.5 TDI Highline AT
2805,2805,Audi A6 35 TDI Matrix,Hyderabad,38324.0,2013_2014,62000,Diesel,Automatic,First,18.53,1968,187.74,Others,18.53,Audi,A6 35 TDI Matrix
2806,2806,Nissan Terrano XL 110 PS,Hyderabad,10424.13,2013_2014,66000,Diesel,Manual,First,19.01,1461,108.5,Others,19.01,Nissan,Terrano XL 110 PS
2807,2807,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,13168.13,2014_2016,46630,Diesel,Automatic,First,21.66,1498,103.52,Others,21.66,Skoda,Rapid 1.5 TDI AT Elegance
2808,2808,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,8109.36,2014_2016,72566,Diesel,Manual,First,25.83,1498,99.0,Others,25.83,Ford,Figo Aspire 1.5 TDCi Trend
2809,2809,Tata Venture EX,Pune,3832.4,2007_2012,51482,Diesel,Manual,First,15.42,1405,70.0,Others,15.42,Tata,Venture EX
2810,2810,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,21308.14,2007_2012,90000,Diesel,Automatic,First,14.84,2143,167.62,Others,14.84,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare
2811,2811,Toyota Fortuner 4x2 Manual,Jaipur,30659.2,2013_2014,69000,Diesel,Manual,Other,13.0,2982,168.5,7,13.0,Toyota,Fortuner 4x2 Manual
2812,2812,Honda City 1.5 V MT,Delhi,5212.06,2007_2012,90000,Others,Manual,Other,17.0,1497,118.0,Others,17.0,Honda,City 1.5 V MT
2813,2813,Hyundai i20 Asta Option 1.2,Mumbai,8431.28,2014_2016,39000,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 Asta Option 1.2
2814,2814,Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2007_2012,110000,Diesel,Manual,Other,20.54,1598,103.6,Others,20.54,Volkswagen,Vento Diesel Trendline
2815,2815,Ford Endeavour 2.5L 4X2 MT,Kochi,8983.15,2007_2012,68022,Diesel,Manual,First,13.1,2499,141.0,7,13.1,Ford,Endeavour 2.5L 4X2 MT
2816,2816,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,16004.1,2017_2019,27852,Others,Automatic,First,14.8,1497,121.36,Others,14.8,Ford,EcoSport 1.5 Petrol Titanium Plus AT
2817,2817,Maruti Swift VDI BSIV,Bangalore,7664.8,2013_2014,58291,Diesel,Manual,First,17.8,1248,74.0,Others,17.8,Maruti,Swift VDI BSIV
2818,2818,Hyundai i20 Sportz Diesel,Coimbatore,5166.08,2007_2012,68439,Diesel,Manual,First,23.0,1396,90.0,Others,23.0,Hyundai,i20 Sportz Diesel
2819,2819,Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,10654.07,2007_2012,150000,Diesel,Manual,First,12.99,2494,100.6,Others,12.99,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2820,2820,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,15176.3,2017_2019,14000,Diesel,Manual,First,21.5,1497,108.5,Others,21.5,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone
2821,2821,Ford Figo Diesel Titanium,Hyderabad,5058.77,2007_2012,71558,Diesel,Manual,First,20.0,1399,68.05,Others,20.0,Ford,Figo Diesel Titanium
2822,2822,Porsche Panamera Diesel,Delhi,77414.48,2013_2014,48000,Diesel,Automatic,Other,17.85,2967,300.0,4,17.85,Porsche,Panamera Diesel
2823,2823,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,19162.0,2014_2016,65800,Diesel,Automatic,First,17.01,1582,126.2,Others,17.01,Hyundai,Creta 1.6 CRDi AT SX Plus
2824,2824,Audi A4 2.0 TDI Multitronic,Hyderabad,31425.68,2013_2014,53000,Diesel,Automatic,First,16.55,1968,140.0,Others,16.55,Audi,A4 2.0 TDI Multitronic
2825,2825,Mahindra XUV500 W8 4WD,Kolkata,22227.92,2017_2019,14600,Diesel,Manual,First,16.0,2179,140.0,7,16.0,Mahindra,XUV500 W8 4WD
2826,2826,ISUZU MUX 4WD,Jaipur,30659.2,2017_2019,34429,Diesel,Automatic,First,13.8,2999,174.57,7,13.8,ISUZU,MUX 4WD
2827,2827,Maruti Swift Dzire VDI,Delhi,8048.04,2013_2014,52000,Diesel,Manual,First,23.4,1248,74.0,Others,23.4,Maruti,Swift Dzire VDI
2828,2828,Maruti Ciaz ZXi,Kolkata,9044.46,2014_2016,25470,Others,Manual,First,20.73,1373,91.1,Others,20.73,Maruti,Ciaz ZXi
2829,2829,Hyundai EON Era Plus,Pune,3985.7,2013_2014,22000,Others,Manual,First,21.1,814,55.2,Others,21.1,Hyundai,EON Era Plus
2830,2830,Mercedes-Benz E-Class 280 CDI,Chennai,16862.56,2007_2012,75000,Diesel,Automatic,First,11.0,2987,198.5,Others,11.0,Mercedes-Benz,E-Class 280 CDI
2831,2831,BMW 5 Series 2003-2012 520d,Pune,23760.88,2007_2012,95995,Diesel,Automatic,First,18.48,1995,177.0,Others,18.48,BMW,5 Series 2003-2012 520d
2832,2832,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,8814.52,2017_2019,26877,Diesel,Manual,First,24.0,1186,73.97,Others,24.0,Hyundai,Grand i10 1.2 CRDi Sportz Option
2833,2833,Jaguar XJ 3.0L Portfolio,Hyderabad,114972.0,2014_2016,26000,Diesel,Automatic,First,14.47,2993,301.73,Others,14.47,Jaguar,XJ 3.0L Portfolio
2834,2834,Maruti Swift Ldi BSIII,Chennai,3065.92,2007_2012,140000,Diesel,Manual,Other,17.8,1248,75.0,Others,17.8,Maruti,Swift Ldi BSIII
2835,2835,Hyundai Santro Xing GLS,Hyderabad,3525.81,2007_2012,95291,Others,Manual,First,17.92,1086,62.1,Others,17.92,Hyundai,Santro Xing GLS
2836,2836,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,12570.27,2007_2012,135000,Diesel,Manual,Other,12.8,2494,102.0,Others,12.8,Toyota,Innova 2.5 V Diesel 8-seater
2837,2837,Hyundai i20 Sportz 1.2,Kolkata,7358.21,2014_2016,32000,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 Sportz 1.2
2838,2838,Mercedes-Benz E-Class 280 CDI,Mumbai,13030.16,2007_2012,68333,Diesel,Automatic,Other,11.0,2987,198.5,Others,11.0,Mercedes-Benz,E-Class 280 CDI
2839,2839,Ford Figo Diesel ZXI,Chennai,4445.58,2007_2012,72000,Diesel,Manual,First,20.0,1399,68.0,Others,20.0,Ford,Figo Diesel ZXI
2840,2840,Toyota Corolla Altis 1.4 DG,Ahmedabad,9964.24,2007_2012,52100,Diesel,Manual,First,21.43,1364,86.79,Others,21.43,Toyota,Corolla Altis 1.4 DG
2841,2841,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,8967.82,2017_2019,10000,Others,Manual,First,18.9,1197,81.86,Others,18.9,Hyundai,Grand i10 1.2 Kappa Sportz
2842,2842,Jeep Compass 2.0 Limited 4X4,Coimbatore,36653.07,2017_2019,6261,Diesel,Manual,First,16.3,1956,170.0,Others,16.3,Jeep,Compass 2.0 Limited 4X4
2843,2843,Maruti Ignis 1.2 AMT Alpha,Coimbatore,11282.59,2017_2019,3906,Others,Automatic,First,20.89,1197,81.8,Others,20.89,Maruti,Ignis 1.2 AMT Alpha
2844,2844,Toyota Fortuner 3.0 Diesel,Pune,26443.56,2013_2014,55960,Diesel,Manual,First,11.5,2982,171.0,7,11.5,Toyota,Fortuner 3.0 Diesel
2845,2845,Volkswagen Vento Diesel Highline,Jaipur,10730.72,2013_2014,144000,Diesel,Manual,First,20.54,1598,103.6,Others,20.54,Volkswagen,Vento Diesel Highline
2846,2846,Toyota Innova Crysta 2.4 VX MT,Mumbai,27056.74,2017_2019,38000,Diesel,Manual,First,13.68,2393,147.8,7,13.68,Toyota,Innova Crysta 2.4 VX MT
2847,2847,Ford Figo Diesel Celebration Edition,Jaipur,3832.4,2013_2014,51000,Diesel,Manual,First,20.0,1399,68.1,Others,20.0,Ford,Figo Diesel Celebration Edition
2848,2848,Toyota Platinum Etios 1.4 GXD,Hyderabad,9197.76,2014_2016,150000,Diesel,Manual,First,23.59,1364,67.05,Others,23.59,Toyota,Platinum Etios 1.4 GXD
2849,2849,Mahindra Thar DI 4X4,Mumbai,12646.92,2017_2019,2500,Diesel,Manual,First,18.06,2523,63.0,7,18.06,Mahindra,Thar DI 4X4
2850,2850,Land Rover Range Rover HSE Dynamic,Kochi,68722.6,2017_2019,41661,Diesel,Automatic,First,12.7,2179,187.7,Others,12.7,Land Rover,Range Rover HSE Dynamic
2851,2851,BMW 3 Series 320d Highline,Delhi,16096.08,2007_2012,64000,Diesel,Automatic,First,16.07,1995,181.0,Others,16.07,BMW,3 Series 320d Highline
2852,2852,Hyundai Accent GLS,Bangalore,2912.62,2007_2012,80000,Others,Manual,Other,13.2,1495,94.0,Others,13.2,Hyundai,Accent GLS
2853,2853,Maruti Celerio ZXI AT,Jaipur,6515.08,2014_2016,30000,Others,Automatic,Other,23.1,998,67.04,Others,23.1,Maruti,Celerio ZXI AT
2854,2854,Jaguar XF 2.2 Litre Luxury,Chennai,40623.44,2013_2014,43000,Diesel,Automatic,Other,16.36,2179,187.7,Others,16.36,Jaguar,XF 2.2 Litre Luxury
2855,2855,Audi A6 2.7 TDI,Bangalore,34491.6,2013_2014,90000,Diesel,Automatic,Other,12.4,2698,179.5,Others,12.4,Audi,A6 2.7 TDI
2856,2856,Nissan Micra Diesel XV,Hyderabad,5058.77,2007_2012,123880,Diesel,Manual,First,23.08,1461,63.1,Others,23.08,Nissan,Micra Diesel XV
2857,2857,Honda Amaze S i-Vtech,Jaipur,6591.73,2014_2016,42000,Others,Manual,Other,18.0,1198,86.7,Others,18.0,Honda,Amaze S i-Vtech
2858,2858,Renault Duster 85PS Diesel RxL Option,Chennai,8048.04,2007_2012,79824,Diesel,Manual,First,19.87,1461,83.8,Others,19.87,Renault,Duster 85PS Diesel RxL Option
2859,2859,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,18012.28,2014_2016,75000,Diesel,Manual,First,12.99,2494,100.6,Others,12.99,Toyota,Innova 2.5 G (Diesel) 8 Seater
2860,2860,Honda Amaze E i-Vtech,Ahmedabad,6515.08,2013_2014,72411,Others,Manual,First,18.0,1198,86.7,Others,18.0,Honda,Amaze E i-Vtech
2861,2861,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,21798.69,2007_2012,63000,Diesel,Automatic,First,14.94,2143,204.0,Others,14.94,Mercedes-Benz,New C-Class C 250 CDI Elegance
2862,2862,Toyota Etios Liva G,Chennai,6438.43,2014_2016,53713,Others,Manual,First,17.71,1197,78.9,Others,17.71,Toyota,Etios Liva G
2863,2863,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,27976.52,2017_2019,18000,Diesel,Automatic,First,11.36,2755,171.5,Others,11.36,Toyota,Innova Crysta 2.8 GX AT 8S
2864,2864,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,28359.76,2013_2014,51000,Diesel,Manual,First,15.8,2148,170.0,Others,15.8,Mercedes-Benz,New C-Class 200 CDI Elegance
2865,2865,Maruti Swift VXI BSIII,Chennai,3679.1,2007_2012,86700,Others,Manual,Other,16.1,1298,88.2,Others,16.1,Maruti,Swift VXI BSIII
2866,2866,Maruti Baleno Alpha 1.3,Kolkata,9964.24,2014_2016,29000,Diesel,Manual,First,27.39,1248,74.0,Others,27.39,Maruti,Baleno Alpha 1.3
2867,2867,Hyundai Santro Xing GL Plus LPG,Hyderabad,4905.47,2013_2014,56000,Others,Manual,First,13.45,1086,62.1,Others,7.078947368,Hyundai,Santro Xing GL Plus LPG
2868,2868,Maruti Celerio VXI AT,Mumbai,6116.51,2014_2016,33000,Others,Automatic,First,23.1,998,67.04,Others,23.1,Maruti,Celerio VXI AT
2869,2869,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,8354.63,2013_2014,64394,Diesel,Manual,First,22.7,1498,89.84,Others,22.7,Ford,Ecosport 1.5 DV5 MT Ambiente
2870,2870,Tata Manza Aura Quadrajet,Hyderabad,4138.99,2007_2012,76000,Diesel,Manual,First,18.8,1248,90.0,Others,18.8,Tata,Manza Aura Quadrajet
2871,2871,Honda Jazz 1.5 SV i DTEC,Mumbai,9581.0,2014_2016,48719,Diesel,Manual,First,27.3,1498,98.6,Others,27.3,Honda,Jazz 1.5 SV i DTEC
2872,2872,Mahindra XUV500 W8 2WD,Coimbatore,20357.71,2014_2016,59711,Diesel,Manual,First,15.1,2179,140.0,7,15.1,Mahindra,XUV500 W8 2WD
2873,2873,Nissan Micra Diesel XV Premium,Hyderabad,5671.95,2007_2012,83000,Diesel,Manual,First,23.08,1461,63.1,Others,23.08,Nissan,Micra Diesel XV Premium
2874,2874,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60567.25,2017_2019,10714,Diesel,Automatic,First,19.27,2143,167.62,Others,19.27,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
2875,2875,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2146.14,2007_2012,127510,Diesel,Manual,Other,19.0,1248,90.0,Others,19.0,Tata,Manza Aura Plus Quadrajet BS IV
2876,2876,Maruti Swift VDI,Kolkata,5365.36,2013_2014,35010,Diesel,Manual,First,22.9,1248,74.0,Others,22.9,Maruti,Swift VDI
2877,2877,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,5794.59,2007_2012,75451,Others,Manual,First,17.5,1197,85.8,Others,17.5,Maruti,Swift Dzire 1.2 Lxi BSIV
2878,2878,Tata Indigo eCS LS (TDI) BS-III,Pune,4138.99,2014_2016,83000,Diesel,Manual,First,19.09,1405,69.01,Others,19.09,Tata,Indigo eCS LS (TDI) BS-III
2879,2879,Honda Amaze S i-Dtech,Kolkata,4905.47,2013_2014,38755,Diesel,Manual,First,25.8,1498,98.6,Others,25.8,Honda,Amaze S i-Dtech
2880,2880,Maruti Swift VXI BSIV,Delhi,7664.8,2014_2016,30000,Others,Manual,First,20.4,1197,81.8,Others,20.4,Maruti,Swift VXI BSIV
2881,2881,Maruti Ertiga ZDI,Chennai,10730.72,2007_2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,20.77,Maruti,Ertiga ZDI
2882,2882,Hyundai Grand i10 Era,Kolkata,4368.94,2013_2014,19500,Others,Manual,Other,18.9,1197,82.0,Others,18.9,Hyundai,Grand i10 Era
2883,2883,Nissan Micra Active XV,Ahmedabad,6515.08,2014_2016,41000,Others,Manual,First,19.69,1198,67.04,Others,19.69,Nissan,Micra Active XV
2884,2884,Hyundai Grand i10 Asta Option,Bangalore,7511.5,2013_2014,30000,Others,Manual,Other,18.9,1197,82.0,Others,18.9,Hyundai,Grand i10 Asta Option
2885,2885,Jeep Compass 2.0 Sport,Hyderabad,25907.02,2017_2019,37000,Diesel,Manual,First,17.1,1956,170.0,Others,17.1,Jeep,Compass 2.0 Sport
2886,2886,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,6515.08,2013_2014,62000,Diesel,Manual,Other,22.07,1199,73.9,Others,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
2887,2887,Honda Amaze S AT i-Vtech,Pune,6653.05,2014_2016,42023,Others,Automatic,First,15.5,1198,86.7,Others,15.5,Honda,Amaze S AT i-Vtech
2888,2888,BMW X3 xDrive20d Advantage Edition,Kolkata,26060.32,2007_2012,51001,Diesel,Automatic,First,16.09,1995,184.0,Others,16.09,BMW,X3 xDrive20d Advantage Edition
2889,2889,BMW 3 Series 320d Luxury Line,Kochi,43612.71,2017_2019,55389,Diesel,Automatic,First,18.88,1995,184.0,Others,18.88,BMW,3 Series 320d Luxury Line
2890,2890,Honda City V AT,Kochi,9427.7,2013_2014,46728,Others,Automatic,First,15.6,1497,116.3,Others,15.6,Honda,City V AT
2891,2891,Mahindra Ssangyong Rexton RX5,Kochi,14179.88,2013_2014,58995,Diesel,Manual,First,12.83,2696,162.0,7,12.83,Mahindra,Ssangyong Rexton RX5
2892,2892,Maruti Swift Dzire LDI,Delhi,7434.86,2014_2016,37857,Diesel,Manual,First,26.59,1248,74.0,Others,26.59,Maruti,Swift Dzire LDI
2893,2893,Maruti Swift VDI BSIV,Jaipur,7358.21,2013_2014,71000,Diesel,Manual,First,25.2,1248,74.0,Others,25.2,Maruti,Swift VDI BSIV
2894,2894,Honda Brio S Option MT,Pune,3525.81,2007_2012,49024,Others,Manual,First,18.4,1198,86.8,Others,18.4,Honda,Brio S Option MT
2895,2895,Hyundai Grand i10 Sportz,Mumbai,7281.56,2014_2016,10770,Others,Manual,First,18.9,1197,82.0,Others,18.9,Hyundai,Grand i10 Sportz
2896,2896,Tata Zest Quadrajet 1.3 75PS XM,Pune,7664.8,2017_2019,72000,Diesel,Manual,First,22.95,1248,74.0,Others,22.95,Tata,Zest Quadrajet 1.3 75PS XM
2897,2897,Hyundai EON Era Plus,Jaipur,3832.4,2014_2016,91000,Others,Manual,First,21.1,814,55.2,Others,21.1,Hyundai,EON Era Plus
2898,2898,Hyundai i20 1.2 Spotz,Mumbai,9121.11,2017_2019,14000,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 1.2 Spotz
2899,2899,Volvo S60 D4 KINETIC,Delhi,24527.36,2013_2014,48000,Diesel,Automatic,Other,9.0,1984,181.0,Others,9.0,Volvo,S60 D4 KINETIC
2900,2900,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,9427.7,2013_2014,75136,Diesel,Manual,First,22.7,1498,89.84,Others,22.7,Ford,Ecosport 1.5 DV5 MT Titanium Optional
2901,2901,Maruti Ritz VXI,Hyderabad,6208.49,2013_2014,32500,Others,Manual,Other,21.1,1197,85.8,Others,21.1,Maruti,Ritz VXI
2902,2902,Hyundai i20 1.4 CRDi Magna,Hyderabad,4752.18,2007_2012,94500,Diesel,Manual,Other,21.9,1396,90.0,Others,21.9,Hyundai,i20 1.4 CRDi Magna
2903,2903,Maruti Dzire VXI,Hyderabad,8415.95,2013_2014,34900,Others,Manual,First,22.0,1197,81.8,Others,22.0,Maruti,Dzire VXI
2904,2904,Porsche Panamera 2010 2013 4S,Coimbatore,65779.31,2007_2012,42400,Others,Automatic,Other,8.0,4806,394.3,4,8.0,Porsche,Panamera 2010 2013 4S
2905,2905,Maruti Swift VDi BSIII W/ ABS,Jaipur,8737.87,2014_2016,50000,Diesel,Manual,First,17.8,1248,75.0,Others,17.8,Maruti,Swift VDi BSIII W/ ABS
2906,2906,Honda Brio S MT,Kolkata,4368.94,2013_2014,35000,Others,Manual,First,19.4,1198,86.8,Others,19.4,Honda,Brio S MT
2907,2907,Chevrolet Beat LS,Bangalore,3602.46,2007_2012,37000,Others,Manual,Other,18.6,1199,79.4,Others,18.6,Chevrolet,Beat LS
2908,2908,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,22626.49,2017_2019,32807,Others,Automatic,First,13.0,1591,121.3,Others,13.0,Hyundai,Creta 1.6 SX Plus Petrol Automatic
2909,2909,Honda City ZX GXi,Pune,3449.16,2007_2012,119000,Others,Manual,Other,17.7,1497,78.0,Others,17.7,Honda,City ZX GXi
2910,2910,Maruti Ritz LXi,Mumbai,5595.3,2014_2016,12000,Others,Manual,First,18.5,1197,85.8,Others,18.5,Maruti,Ritz LXi
2911,2911,Ford EcoSport 1.5 TDCi Trend,Delhi,11113.96,2014_2016,46727,Diesel,Manual,First,22.77,1498,98.59,Others,22.77,Ford,EcoSport 1.5 TDCi Trend
2912,2912,BMW 3 Series 320d,Hyderabad,16387.34,2007_2012,73336,Diesel,Automatic,First,13.2,1995,170.0,Others,13.2,BMW,3 Series 320d
2913,2913,Hyundai Verna 1.6 SX VTVT,Mumbai,8431.28,2013_2014,9000,Others,Manual,Other,17.01,1591,121.3,Others,17.01,Hyundai,Verna 1.6 SX VTVT
