시도,시군,업종,업소명,주소,연락처,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
대전광역시,중구,중식,취팔선,대전광역시 중구 계룡로920번안길 7 1층 101호(대사동),042-252-1003,자장면,5000,탕수육,15000,,
대전광역시,중구,기타요식업,카페다금,대전광역시 중구 문창로6번길 33-1 (문창동) 문창시장 내,,,,,,,
대전광역시,중구,기타요식업,카페드홍,"대전광역시 중구 보문로335번길 14-2 (선화동, 1층)",,커피,2500,,,,
대전광역시,중구,기타요식업,카페붐비다,대전광역시 중구 수침로55번길 45 (태평동) 1층,,아메리카노,2500,,,,
대전광역시,중구,기타요식업,커피드림,대전광역시 중구 동서대로1304번길 56 1층 101호 (오류동),070-7526-8131,커피,1500,아이스커피,2000,,
대전광역시,중구,기타요식업,커피볶는꽁치,대전광역시 중구 송리로38번길 9 1층(문화동),042-320-3335,아메리카노,2000,전통차,2500,,
대전광역시,중구,기타요식업,커피향기나,대전광역시 중구 송리로38번길 10 (문화동) 1층,070-8836-2564,아메리카노(HOT),2000,아메리카노(ICE),2500,,
대전광역시,중구,양식,쿠켄,대전광역시 중구 중앙로121번길 30 (선화동) 1층,,왕돈가스,8000,해물볶음밥,7000,,
대전광역시,중구,한식_일반,팔도육개장,대전광역시 중구 중앙로137번길 39 1층(선화동),042-222-0909,한우곰탕,7000,한우육개장,7000,,
대전광역시,중구,한식_육류,한우미강정육식당,대전광역시 중구 보문로 183-1 (대흥동),042-242-6788,삼겹살,10000,,,,
대전광역시,중구,기타비요식업,해광탁구장,대전광역시 중구 계백로1565번길 11 (유천동) 6층,,이용료(1일),5000,,,,
대전광역시,중구,미용업,헤어나라,대전광역시 중구 문화로 90 (산성동),,커트(남),5000,커트(여),8000,,
대전광역시,중구,양식,홀리시티,"대전광역시 중구 계백로1615번길 34 (유천동, 현대아파트) 상가동 108호",,새우볶음밥,6000,,,,
대전광역시,중구,한식_일반,홈런김밥,대전광역시 중구 충무로 100 (대사동),042-252-8532,김치찌개,7000,제육덮밥,7000,,
대전광역시,중구,중식,홍보장,대전광역시 중구 목중로 18 (중촌동),042-254-8759,짜장면,5000,홍합짬뽕,6000,,
대전광역시,중구,한식_일반,황토콩나라,대전광역시 중구 대종로517번길 49 1층 (선화동),042-222-7222,콩나물국밥,5500,오징어콩나물국밥,6000,,
대전광역시,서구,한식_육류,199숯불갈비,대전광역시 서구 만년로18번길 38 1층 (만년동),042-822-0025,돼지갈비,12000,,,,
대전광역시,서구,한식_면류,30년전통옛날손칼국수,대전광역시 서구 월평중로4번길 82 (갈마1동),042-476-0069,칼국수,6500,,,,
대전광역시,서구,한식_기타,가수원떡방앗간,대전광역시 서구 계백로1158번길 29 (가수원동),042-541-6581,모시송편,2500,시루떡,2500,,
대전광역시,서구,한식_육류,갈비가,대전광역시 서구 정림로77번길 7 1층 (정림동),042-586-5865,돼지갈비,13000,삼겹살,12000,,
대전광역시,서구,한식_육류,갈비가,대전광역시 서구 유등로65번길 13 1층 (복수동),042-585-4312,돼지갈비,13000,갈비탕,11000,냉면,7000
대전광역시,서구,한식_육류,갈비쿡,대전광역시 서구 둔산로51번길 80 1층 102호 (둔산2동),042-489-5255,돼지갈비,10000,,,,
대전광역시,서구,이용업,거울이용원,대전광역시 서구 도솔로 249 (내동),042-535-7852,이용료,10000,,,,
대전광역시,서구,한식_육류,고구려,대전광역시 서구 도솔로 143 1층 (도마1동),042-536-9286,삼겹살,12000,,,,
대전광역시,서구,한식_일반,고향소머리국밥,대전광역시 서구 도산로 145 (도마동) 다동 1층,,갈비탕,10000,,,,
대전광역시,서구,중식,교동짬뽕,대전광역시 서구 구봉로147번길 98-11 1층 (관저2동),042-541-6658,짜장면,5500,탕수육,13000,,
대전광역시,서구,한식_육류,구름뜰,대전광역시 서구 관저북로51번길 15-1 1층 (관저1동),042-546-4657,삼겹살,14000,,,,
대전광역시,서구,한식_일반,굿뜨래쌈밥,대전광역시 서구 변동중로 13 (도마1동),042-525-3539,사골우거지탕,7000,,,,
대전광역시,서구,미용업,궁중미용실,대전광역시 서구 가수원중로 4-22 (가수원동),042-541-1159,퍼머,20000,커트,7000,,
대전광역시,서구,한식_면류,궁중칼국수,대전광역시 서구 월평서로6번길 61 (월평1동),042-471-5566,칼국수,7000,수육국밥,7000,,
대전광역시,서구,한식_일반,그린하우스,대전광역시 서구 만년로18번길 35 (만년동),,백반,7000,삼겹살,13000,황태탕,12000
대전광역시,서구,미용업,기쁨주는머리방,대전광역시 서구 계백로1158번길 79 (가수원동),042-544-4934,퍼머,20000,,,,
대전광역시,서구,미용업,김민주헤어뜰,대전 서구 도산로 187 (변동),,커트,12000,퍼머,30000,,
대전광역시,서구,한식_일반,김밥천국,대전광역시 서구 갈마로 55 (갈마2동),042-527-0600,된장찌개,6000,김밥,3000,,
대전광역시,서구,미용업,김영숙미용실,대전광역시 서구 둔산로206번길 15 (둔산3동),042-486-4611,퍼머,25000,,,,
대전광역시,서구,미용업,나머리헤어,대전광역시 서구 도산로 290 1층 (가장동),,커트,10000,,,,
대전광역시,서구,한식_일반,나영왕돈까스전문점,대전광역시 서구 배재로91번길 57 (도마2동),042-524-9959,돈가스,6000,,,,
대전광역시,서구,한식_일반,남한산성,대전광역시 서구 대덕대로234번길 45 2층 (둔산2동),042-485-0973,삼계탕,13000,,,,
대전광역시,서구,이용업,녹원이용원,대전광역시 서구 둔산남로 30 206호 (둔산2동),,커트,12000,,,,
대전광역시,서구,한식_일반,놀부네남원추어탕,대전광역시 서구 월평로37번길 9 (월평1동),042-484-3353,추어탕,8000,,,,
대전광역시,서구,이용업,누리이용원,대전광역시 서구 청사로 70 206(누리상가) (월평3동),,커트,13000,,,,
대전광역시,서구,한식_일반,니캉내캉,대전광역시 서구 둔산남로 127 목련아파트 상가 102호 (304동 앞) (둔산1동),042-472-4000,잔치국수,5500,비빔밥,6500,아메리카노,2000
대전광역시,서구,한식_육류,담양애떡갈비,대전광역시 서구 만년남로3번길 16-8 (만년동),042-636-9904,불고기,7000,,,,
대전광역시,서구,중식,대명반점,대전광역시 서구 정림로24번길 40 (정림동),042-582-0317,짜장면,4000,짬뽕,5000,탕수육,10000
대전광역시,서구,한식_일반,대박김밥,대전광역시 서구 도마2길 43 (도마1동),,라면,4000,김밥,3000,,
대전광역시,서구,이용업,대우이용원,대전광역시 서구 변동로 73 (변동),042-522-4782,커트,9000,이용료,12000,,
대전광역시,서구,이용업,대한이용복지이용원,대전광역시 서구 도산로 108 4층일부 (도마1동),,커트,4000,,,,
대전광역시,서구,기타요식업,더호카페,대전광역시 서구 도솔로245번길 4 1층  (내동),,아메리카노,2800,,,,
대전광역시,서구,한식_일반,도솔왕돈까스와국수,대전광역시 서구 계룡로326번길 139-4 1층 (갈마1동),042-534-2156,돈까스,7000,라면,3500,잔치국수,5000
대전광역시,서구,한식_일반,동키치킨,대전광역시 서구 문정로170번길 150 (둔산3동),042-485-9848,치킨,13900,,,,
대전광역시,서구,한식_육류,둔산돌구이,대전광역시 서구 탄방로7번길 63 (탄방동) 1층,042-482-5955,냉면,6000,,,,
대전광역시,서구,세탁업,둥지세탁소,대전광역시 서구 청사로 254 (상가 204호) (둔산2동),,양복1벌,6000,,,,
대전광역시,서구,한식_일반,뜰건너,대전광역시 서구 복수동로52번길 5 (복수동),042-587-3337,김치찌개,7000,된장찌개,7000,,
대전광역시,서구,한식_일반,라면타임,대전광역시 서구 도산로 61 (도마2동),042-527-0339,돈까스,6000,라면,3500,,
대전광역시,서구,한식_일반,라면타임,대전광역시 서구 대덕대로 3 (내동),042-526-9839,라면,3000,비빔밥,5000,,
대전광역시,서구,미용업,로마미용실,대전광역시 서구 조달청길 60 1층 (도마2동),042-531-3888,커트,12000,퍼머,35000,,
대전광역시,서구,이용업,로마이용원,대전광역시 서구 괴정로 186 (가장동),042-535-4807,이용료,10000,,,,
대전광역시,서구,미용업,리츠칼,대전광역시 서구 갈마중로8번길 10 (갈마2동),,커트,12000,,,,
대전광역시,서구,미용업,리치헤어,대전광역시 서구 사마1길 42 1층 (도마2동),,커트,12000,퍼머,35000,,
대전광역시,서구,한식_일반,마성소국밥족발,대전광역시 서구 둔산중로 54 105 ~ 106호 (둔산1동),0507-1377-9993,한우소국밥,9000,,,,
대전광역시,서구,한식_육류,막창집(ㅁㅊ집),대전광역시 서구 관저남로12번길 7-13 1층 103호 (관저2동),,삼겹살,10000,,,,
대전광역시,서구,한식_일반,만년건강보리밥,대전광역시 서구 만년남로11번길 43 (만년동),042-482-4243,보리밥,6000,,,,
대전광역시,서구,중식,만빈각,대전광역시 서구 괴정로166번길 35 (가장동),042-526-3578,짜장면,3000,짬뽕,4000,,
대전광역시,서구,한식_면류,맛있는칼국수,대전광역시 서구 도마2길 43 (도마1동),,칼국수,6000,열무국수,6000,냉면,7000
대전광역시,서구,한식_일반,맛집,대전광역시 서구 변동로 45 (변동),042-522-4337,된장찌개,7000,,,,
대전광역시,서구,중식,매일반점,대전광역시 서구 사마1길 16 (도마2동),042-533-3228,자장면,3000,짬뽕,4000,,
대전광역시,서구,미용업,머리사랑헤어,대전광역시 서구 도솔로296번길 48 102호  (괴정동),042-524-2268,커트,7000,퍼머,20000,,
대전광역시,서구,한식_일반,머슴촌해장국,대전광역시 서구 둔산로51번길 66 (둔산2동),042-487-9988,우거지해장국,6000,,,,
대전광역시,서구,한식_육류,먹고을,"대전광역시 서구 만년로22번길 35 1층 101,102호 (만년동)",,삼겹살,13000,냉면,5000,,
대전광역시,서구,한식_일반,명랑분식,대전광역시 서구 둔산로 240번길 16 (둔산3동),042-472-5345,청국장,7000,,,,
대전광역시,서구,한식_일반,명성식당,대전광역시 서구 도솔로 261-2 1층 (내동),042-525-6271,백반,6000,된장찌개,6000,,
대전광역시,서구,미용업,모드니에미용실,대전광역시 서구 탄방로7번길 76 (탄방동),042-486-2580,커트,10000,,,,
대전광역시,서구,미용업,모드에미용실,대전광역시 서구 용문로 91 (용문동),042-531-4401,커트,9000,,,,
대전광역시,서구,이용업,목련이용원,대전광역시 서구 둔산남로 127 지하1호 (둔산1동),042-487-3871,커트,10000,,,,
대전광역시,서구,한식_면류,미정손칼국수만두,대전광역시 서구 구봉로131번길 38 109호 (관저2동),042-542-6679,손칼국수,5000,,,,
대전광역시,서구,미용업,민현주헤어샵,대전광역시 서구 남선로59번길 16 (탄방동),,커트,12000,,,,
대전광역시,서구,미용업,박영순미용실,대전광역시 서구 계룡로367번길 43 (갈마1동),,커트,9000,,,,
대전광역시,서구,미용업,백합미용실,대전광역시 서구 청사서로 29 샛별상가 102호 (월평2동),,커트,10000,퍼머,30000,,
대전광역시,서구,한식_일반,뱃고동쭈꾸미낙지전문점,대전광역시 서구 만년로18번길 15 (만년동),042-489-4992,김치찌개,6000,,,,
대전광역시,서구,미용업,보보헤어샵,대전광역시 서구 도솔로 87 1층 (도마2동),,커트,10000,,,,
대전광역시,서구,한식_육류,복돈오리,대전 서구 도솔로 199 (변동),042-523-4792,한방오리육개장,10000,,,,
대전광역시,서구,한식_일반,복돼지구이,대전광역시 서구 도마로5번길 4 (도마1동),042-522-3392,삼겹살,12000,,,,
대전광역시,서구,한식_면류,복수칼국수,대전광역시 서구 복수중로 38 유치원동 2층 (복수동),042-582-5234,칼국수,5000,,,,
대전광역시,서구,한식_육류,봉순이네,대전광역시 서구 남선로59번길 18 1층 101호 (탄방동),042-489-6786,삼겹살,12000,,,,
대전광역시,서구,한식_일반,부뚜막두부마을,대전광역시 서구 도솔로388번길 32 2층 (괴정동),,청국장,8000,콩비지장,8000,,
대전광역시,서구,한식_일반,부부식당,대전광역시 서구 배재로91번길 38-3 (도마2동),,찌개,6000,덮밥,6000,,
대전광역시,서구,한식_육류,불돈생돈,대전광역시 서구 만년남로11번길 51 (만년동),042-483-8829,삼겹살,12000,목살,12000,왕소금구이,8000
대전광역시,서구,한식_일반,빌라드알티오라,대전광역시 서구 한밭대로 809 사학연금회관 3층 (둔산2동),042-488-3131,한식뷔페,8000,,,,
대전광역시,서구,한식_일반,사랑방식당,대전광역시 서구 청사로 65 지하15호 (월평3동),042-489-5436,청국장찌개,6500,김치찌개,7000,돌솥비빔밥,7500
대전광역시,서구,한식_육류,산막골가든,대전광역시 서구 장안로 772-62 (기성동),042-585-2475,삼겹살,12000,,,,
대전광역시,서구,미용업,산호헤어샵,대전광역시 서구 계룡로571번길 65 204호 (탄방동),,커트,12000,,,,
대전광역시,서구,한식_일반,새벽김밥,대전광역시 서구 계백로 1166-18 (가수원동),042-541-9977,김밥,2000,,,,
대전광역시,서구,미용업,샛별미용타운,대전광역시 서구 청사서로 29 샛별상가 B1층 (월평2동),042-487-8210,퍼머,30000,,,,
대전광역시,서구,미용업,샤론헤어,대전광역시 서구 도산로 209 (변동),,커트,10000,퍼머,30000,,
대전광역시,서구,한식_일반,서울도가니,대전광역시 서구 관저동로 162 204호 (관저1동),,삼계탕,13000,갈비탕,9000,,
대전광역시,서구,한식_일반,서울식당,대전광역시 서구 문정로170번길 157 (둔산3동),042-488-8281,김치찌개,5000,,,,
대전광역시,서구,한식_면류,서해해물칼국수,대전광역시 서구 계룡로662번길 14 (용문동),042-532-7327,된장찌개,6000,,,,
대전광역시,서구,이용업,성보이용원,대전 서구 도산로219번길 7 (변동),,커트,10000,,,,
대전광역시,서구,이용업,성원이용원,대전광역시 서구 갈마로 319 (가장동),042-527-0781,커트,10000,,,,
대전광역시,서구,한식_면류,소문난칼국수,대전광역시 서구 도마5길 85 1층 (도마1동),042-533-0888,칼국수,7000,,,,
대전광역시,서구,한식_일반,손님식당,대전광역시 서구 흑석3길 25 (기성동),042-583-3951,백반,7000,,,,
대전광역시,서구,한식_일반,송가네닭발,대전광역시 서구 계백로1300번길 54 (정림동),042-586-5442,선짓국,5000,,,,
대전광역시,서구,미용업,수기헤어샵,대전광역시 서구 벌곡로 649 (기성동),042-544-3882,커트,10000,,,,
대전광역시,서구,미용업,수정미용실,대전광역시 서구 괴정로 106 (괴정동),042-523-1455,커트,5000,퍼머,20000,,
대전광역시,서구,미용업,수헤어갤러리,대전광역시 서구 도솔로 261-2 (내동),042-535-3122,퍼머,30000,,,,
대전광역시,서구,한식_일반,순대군,대전광역시 서구 유등로65번길 26 (복수동),042-586-0110,순대국밥,7000,,,,
대전광역시,서구,미용업,슈헤어갤러리,대전광역시 서구 계룡로245번길 15 (월평1동),042-486-6650,퍼머,35000,커트,10000,,
대전광역시,서구,한식_면류,신공주칼국수,대전광역시 서구 갈마로313번길 22 (가장동),042-526-0671,칼국수,6000,,,,
대전광역시,서구,미용업,신일미용실,대전광역시 서구 계룡로 663-17 (용문동),042-533-2281,커트,6000,,,,
대전광역시,서구,미용업,아름다운사람들,대전광역시 서구둔산로206번길 29 (둔산3동),,커트,10000,퍼머,30000,,
대전광역시,서구,미용업,아름방화장품,대전광역시 서구 신갈마로 46 1층 114호 (내동),042-533-4756,얼굴관리(피부),20000,,,,
대전광역시,서구,미용업,에스헤어염색샵,대전광역시 서구 도솔로 259 1층 (내동),,커트,10000,퍼머,35000,,
대전광역시,서구,미용업,에스헤어폴더,대전광역시 서구 도안북로 136 301-102 (도안동),,커트,12000,,,,
대전광역시,서구,한식_육류,예전구들장삼겹살,대전광역시 서구 복수남로 32 1층 (복수동),,삼겹살,13000,,,,
대전광역시,서구,한식_일반,옛날토종순대,대전광역시 서구 도안동로31번길 19-21 (도안동),,순대국밥,7500,모듬순대(중),14000,,
대전광역시,서구,한식_면류,옛터국수전문점,대전광역시 서구 월평새뜸로 4번길 69 (월평1동),042-483-3579,잔치국수,5000,,,,
대전광역시,서구,미용업,오늘헤어,대전광역시 서구 갈마로295번길 9 1층 (가장동),,커트,7000,퍼머,25000,,
대전광역시,서구,미용업,온누리미용실,대전광역시 서구 가수원로 6 9동 1층 106호 (가수원동),,커트,10000,,,,
대전광역시,서구,한식_일반,요산요수,대전광역시 서구 도산로369번길 17 (용문동),042-531-3311,삼겹살,12000,주물룩,10000,아구찜,20000
대전광역시,서구,이용업,용문이용원,대전광역시 서구 괴정로189번길 49 (용문동),042-533-3851,이용료,6000,,,,
대전광역시,서구,한식_일반,우두령,대전광역시 서구 둔산중로134번길 21 (둔산1동),042-477-0707,냉면,6000,,,,
대전광역시,서구,한식_일반,우리식당,대전광역시 서구 흑석4길 14 1층 (기성동),,삼계탕,13000,,,,
대전광역시,서구,기타요식업,원두집,대전광역시 서구 구봉산북로21번길 12 1층 (관저2동),,허브티,3500,,,,
대전광역시,서구,미용업,원헤어라인,대전광역시 서구 가수원로7번길 14 (가수원동),042-542-9952,퍼머,25000,,,,
대전광역시,서구,한식_육류,월평맛고을,대전광역시 서구 월평서로6번길 72 (월평1동),042-487-2220,삼겹살,13000,촌돼지찌개,7000,청국장찌개,7000
대전광역시,서구,한식_일반,유가네파육개장,대전광역시 서구 변동로 96 1층 (변동),042-532-3288,삼계탕,13000,삼겹살,12000,뼈해장국,8000
대전광역시,서구,이용업,유진이용원,대전광역시 서구 도마2길 73 (도마1동),042-532-4688,이용료,10000,,,,
대전광역시,서구,미용업,윤미용실,대전광역시 서구 가수원로 106 (은아아파트) (가수원동),042-541-8627,퍼머,30000,커트,11000,,
대전광역시,서구,미용업,윤헤어코디,대전광역시 서구 도솔로 385-19 1층 (괴정동),,커트,10000,퍼머,30000,,
대전광역시,서구,미용업,은아헤어센스,대전광역시 서구 가수원로 72 제가동 106호 (가수원동),,커트,8000,퍼머,20000,,
대전광역시,서구,미용업,이쁜내미용실,대전광역시 서구 변동중로78번길 19 (변동),,커트,7000,,,,
대전광역시,서구,미용업,이수자헤어갤러리,대전광역시 서구 둔산로 214 2층) (둔산3동),,커트,12000,,,,
대전광역시,서구,한식_육류,자매삼겹살,대전광역시 서구 정림동로5번길 40 1층 (정림동),042-583-1623,삼겹살,13000,,,,
대전광역시,서구,미용업,장미미용실,대전광역시 서구 월평새뜸로8번길 61-5 (월평1동),042-483-6336,퍼머,30000,,,,
대전광역시,서구,기타요식업,장옥진의커피볶는집,대전광역시 서구 둔산중로72번길 32 107호 (둔산1동),,커피,2000,,,,
대전광역시,서구,한식_일반,전통콩나물밥식당,대전광역시 서구 월평중로4번길 80 (갈마1동),042-483-8898,콩나물밥,5000,육회,8000,,
대전광역시,서구,한식_육류,제주포크오삼겹살,대전광역시 서구 신갈마로142-4 (갈마1동),042-524-4051,돼지갈비(200g),10000,,,,
대전광역시,서구,미용업,주은헤어샵,대전광역시 서구 변동중로 54 (변동),042-524-8426,커트,12000,퍼머,35000,,
대전광역시,서구,기타비요식업,중경손세차장,대전광역시 서구 서구 갈마로 121 (갈마2동),042-538-8834,경차,15000,승용차,20000,SUV,25000
대전광역시,서구,중식,진달래반점,대전광역시 서구 월평동로 45 (진달래상가 B-4) (월평3동),042-485-9384,짜장면,5000,짬뽕,6000,,
대전광역시,서구,한식_면류,진칼국수,대전광역시 서구 도마2길 24 (도마1동),042-522-1751,칼국수,5000,,,,
대전광역시,서구,중식,짜장왕,대전광역시 서구 계백로1286번길 18 (정림동),042-585-1288,짜장면,4000,,,,
대전광역시,서구,중식,짬뽕명가상하이,대전광역시 서구 도마로 75 1층 (변동),042-536-3939,짜장면,5000,짬뽕,6000,,
대전광역시,서구,한식_면류,참맛있는칼국수,대전광역시 서구 청사서로54번길 17 2층 (월평2동),042-483-9259,왕만두,4000,,,,
대전광역시,서구,한식_일반,참사랑김밥,대전광역시 서구 신갈마로 140 (갈마1동),042-537-8989,김치찌개,7000,김밥,3000,,
대전광역시,서구,미용업,채숙자미용실,대전광역시 서구 도마2길 30 (도마1동),,커트,10000,퍼머,30000,,
대전광역시,서구,중식,천안문,대전광역시 서구 도마2길 30 (도마1동),042-531-1230,자장면,3000,짬뽕,5000,,
대전광역시,서구,이용업,청사이용원,대전광역시 서구 청사로 189 후생동 지하층 (둔산2동),,커트,10000,,,,
대전광역시,서구,미용업,최미용실,대전광역시 서구 월평로 11 (월평1동),042-478-4152,커트,10000,,,,
대전광역시,서구,미용업,최은영헤어,대전광역시 서구 복수동로 52번길 43 1층 (복수동),,커트,11000,퍼머,30000,,
대전광역시,서구,한식_일반,칠갑산식당,대전광역시 서구 변동로 100 (변동),042-524-2681,삼겹살,13000,동태찌개,8000,,
대전광역시,서구,기타요식업,카페시원,대전광역시 서구 동서대로 1019-1 1층 (내동),042-488-1425,아메리카노,2000,유자차,2500,,
대전광역시,서구,기타요식업,카페안단테,대전광역시 서구 신갈마로51 더리치빌아파트 상가 104동 B113호 (내동),,아메리카노,2800,,,,
대전광역시,서구,기타요식업,카페트레노,대전광역시 서구 계룡로591 A동 1층 103호 (탄방동),042-484-8777,국산차(자몽차),4000,,,,
대전광역시,서구,기타요식업,카페하나1982,대전광역시 서구 복수남로 36번길 22 102호 (복수동),,커피,2500,국산차,3500,,
대전광역시,서구,한식_일반,탄방골참순대,대전광역시 서구 한밭대로570번길38 (월평1동),042-482-5288,순대국밥,7000,,,,
대전광역시,서구,한식_육류,털보숯불갈비,대전광역시 서구 둔산남로199번길 32 1층 (둔산3동),042-487-9282,돼지갈비(250g),13000,,,,
대전광역시,서구,한식_육류,푸줏간,대전광역시 서구 관저동로99번길 23 1층 (관저2동),042-543-8594,삼겹살,13000,,,,
대전광역시,서구,미용업,플로라헤어모드,대전광역시 서구 가수원로 72 107호 (가수원동),,커트,10000,,,,
대전광역시,서구,한식_면류,한울해물칼국수,대전광역시 서구 도마2길 29 A-101(대림연립) (도마1동),042-526-8146,칼국수,6000,,,,
대전광역시,서구,세탁업,행운세탁소,대전광역시 서구 신갈마로211번길 49 (갈마1동),,양복1벌,7000,,,,
대전광역시,서구,한식_육류,허갈비,대전광역시 서구 괴정로 25-1 1층 (갈마2동),,삼겹살,13000,,,,
대전광역시,서구,중식,홍가짜장,대전광역시 서구 신갈마로 138-1 (갈마1동),042-522-5880,자장면,3500,짬뽕,5000,,
대전광역시,서구,중식,황궁쟁반짜장,대전광역시 서구 도산로 394 1층 (용문동),042-534-9225,짜장면,5500,,,,
대전광역시,서구,한식_육류,황토방숯불갈비,대전광역시 서구 괴정로 27 1층 (갈마2동),,삼겹살,12000,냉면,7000,김치찌개,7000
대전광역시,서구,한식_일반,황토우렁쌈밥,대전광역시 서구 대덕대로234번길 29 (둔산2동),042-484-7997,황태해장국,8000,,,,
대전광역시,서구,한식_육류,흑돼지식당,대전광역시 서구 둔산로137번길 18 201호 (둔산1동),042-471-2263,냉면,5000,,,,
대전광역시,유성구,미용업,강정원헤어러브,대전광역시 유성구 유성대로 730번길24 (장대동),042-825-8092,학생커트,10000,일반커트,10000,,
대전광역시,유성구,한식_육류,고깃수라,대전광역시 유성구 반석동로 52-9 1층(반석동),042-825-9246,삼겹살,13000,돼지갈비,14000,김치찌개(2~3인),6000
대전광역시,유성구,미용업,고운미용실,대전광역시 유성구 유성대로 720번길 92 (장대동),042-822-9295,일반커트,8000,퍼머후커트,7000,학생노인커트,10000
대전광역시,유성구,한식_면류,고향손칼국수,대전광역시 유성구 유성대로 752번길 33 (장대동),042-823-3393,칼국수,5000,콩국수,7000,,
대전광역시,유성구,한식_면류,공주칼국수,대전광역시 유성구 전민로6번길 67 (전민동),042-861-7646,칼국수,6500,두부두루치기(2인),14000,,
대전광역시,유성구,한식_일반,구마적김밥,대전광역시 유성구 죽동로298번길 60 (죽동),042-826-1255,김밥(소),1300,어묵우동,6500,,
대전광역시,유성구,한식_일반,길선인,대전광역시 유성구 궁동로18번길 89 (궁동),042-823-8867,전통순두부찌개,7000,김치찌개,8000,,
대전광역시,유성구,기타비요식업,노글라스안경원,대전광역시 유성구 유성대로 1756 1층(전민동),042-867-0079,팩렌즈(아큐브오아시스_30P),35900,팩렌즈(아큐브모이스트_30P),21900,,
대전광역시,유성구,이용업,뉴스타헤어컬,대전광역시 유성구 은구비서로 35 1층(지족동),042-477-5234,커트,10000,염색,13000,펌,20000
대전광역시,유성구,한식_일반,다락방식당,대전광역시 유성구 유성대로 740번길 42 (장대동),042-823-2949,생선가스,6000,돈가스,6000,쫄면,6000
대전광역시,유성구,한식_일반,다유미,대전광역시 유성구 문화원로 16 (장대동),042-823-6888,김밥,2500,김치찌개,6500,쫄면,5500
대전광역시,유성구,세탁업,대학세탁소,대전광역시 유성구 대학로 291 N12 2층,042-350-4938,수선료,5000,양복세탁료,5700,,
대전광역시,유성구,한식_육류,돈이빵빵,대전광역시 유성구 학하서로 14 1층 (계산동),042-823-9333,삼겹살,14000,냉면,5000,라면,4000
대전광역시,유성구,한식_면류,동큐칼국수,대전광역시 유성구 문화원로47번길 20 (궁동),042-822-9397,칼국수,5000,,,,
대전광역시,유성구,한식_육류,또먹돼지,대전광역시 유성구 진잠로92번길 65 (원내동) 1층,,또먹돼지(흑돼지숯불구이 모둠 500g),24000,,,,
대전광역시,유성구,한식_육류,맛존매콤닭불고기,대전광역시 유성구 대학로155번길 34 (궁동),042-824-1959,맛존닭불고기,5500,로제닭불고기,7000,,
대전광역시,유성구,한식_육류,맛탐한우,대전광역시 유성구 과학나래2길 2 (구룡동) 1층,,한우우거지국밥,8000,한우차돌된장찌개,8000,,
대전광역시,유성구,미용업,머리사랑미용실,대전광역시 유성구 진잠로 42번길 88 진잠타운상가 207호 (진잠동),042-544-5700,학생커트,8000,경로커트,8000,일반커트,10000
대전광역시,유성구,기타요식업,몰랑몰랑 베이커리,"대전광역시 유성구 도안북로 81 (용계동) 1층, 106호",,단팥빵/슈크림빵/소보로빵,1900,에스프레소 크림빵,2800,우유식빵,3500
대전광역시,유성구,한식_일반,민들레집뜰,대전광역시 유성구 문화원로46번길 12 (궁동),042-825-1982,백반,7000,고추장불고기,9000,,
대전광역시,유성구,한식_면류,박씨국시,대전광역시 유성구 원신흥남로42번길 19-27 1층(원신흥동),0507-1467-3495,멸치국수,6800,비빔국수,7800,,
대전광역시,유성구,한식_일반,봉창이소머리국밥,대전광역시 유성구 유성대로752번길 38 (장대동),042-825-3309,소머리국밥,8000,,,,
대전광역시,유성구,한식_일반,삼남매,대전광역시 유성구 유성대로730번길 24 (장대동),042-825-8551,소고기국밥,7000,콩나물밥,7000,잔치국수,5000
대전광역시,유성구,중식,서원짬뽕,대전광역시 유성구 농대로15번길 15 (궁동),042-822-2693,짜장면,6000,짬뽕,8000,,
대전광역시,유성구,세탁업,세탁마을,대전광역시 유성구 노은동로75번길 125 (노은동),042-477-1559,수선료,5000,양복세탁료,9000,,
대전광역시,유성구,이용업,송강이용원,대전광역시 유성구 구즉로58번길 10 (송강동),042-935-7254,이용료(70세이상),10000,이용료(일반),12000,,
대전광역시,유성구,미용업,수림미용실,대전광역시 유성구 유성대로 720번길 44 (장대동),042-825-7235,일반커트,10000,퍼머후커트,10000,,
대전광역시,유성구,미용업,수헤어,대전광역시 유성구 계룡로 13 (구암동),042-478-2005,남성컷,10000,여성컷,11000,,
대전광역시,유성구,한식_일반,시장이레손만두,대전광역시 유성구 구즉로 74-15 나-108호(송강동),042-933-0994,만두,5000,찐빵,4000,,
대전광역시,유성구,한식_일반,신가네해장국,대전광역시 유성구 유성대로 2 (원내동),042-541-0308,등뼈해장국,9000,콩나물해장국,7000,선지해장국,7000
대전광역시,유성구,한식_육류,신성숯불생고기,대전광역시 유성구 노은동로87번길 90 (노은동),,청국장,8000,김치찌개,8000,냉면,7000
대전광역시,유성구,기타비요식업,아리씨스튜디오,대전광역시 유성구 대학로 60 304호(봉명동),0507-1378-7578,개인프로필 사진촬영,30000,증명사진,9000,,
대전광역시,유성구,한식_일반,안골칼국수,대전광역시 유성구 어은로58번길 16 1층 (어은동),042-862-5565,얼큰칼국수,8000,바지락칼국수,8000,비빔밥,8000
대전광역시,유성구,한식_면류,예전손칼국시,"대전광역시 유성구 계룡로 41-7 (봉명동,1층)",042-823-4944,칼국수,7000,콩국수,8000,,
