,회원번호,회원상태,성별,나이,등록카드,결혼,구독여부,주소지,세부주소지,나이대
6094,767764096,정상회원,여,39,우체국,기혼,True,경상북도,경주시,30대
6095,767782656,정상회원,여,36,하나은행,미혼,False,경상남도,거제시,30대
6096,767803072,정상회원,여,37,국민카드,미혼,False,강원도,강릉시,30대
6097,767829056,정상회원,여,34,신한은행,기혼,False,경상남도,김해시,30대
6098,767929280,정상회원,여,62,롯데카드,미혼,False,부산광역시,영도구,60대
6099,767951552,정상회원,여,36,롯데카드,기혼,True,경기도,오산시,30대
6100,767960832,정상회원,여,38,농협중앙회,미확인,미확인,부산광역시,기장군,30대
6101,767966400,정상회원,여,34,연결앱결제,기혼,False,대전광역시,유성구,30대
6102,767971968,정상회원,여,32,농협중앙회,미확인,True,경기도,화성시,30대
6103,767988672,정상회원,여,38,농협중앙회,미확인,True,울산광역시,울주군,30대
6104,768001664,정상회원,여,41,신한은행,기혼,False,경기도,하남시,40대
6105,768033216,정상회원,여,30,국민은행,기혼,미확인,경기도,성남시,30대
6106,768035072,정상회원,여,35,신한카드,기혼,False,경상남도,거제시,30대
6107,768042496,정상회원,여,65,기업은행,기혼,False,대전광역시,유성구,60대
6108,768107456,정상회원,여,43,광주은행,미확인,False,충청북도,제천시,40대
6109,768118592,정상회원,남,45,현대카드,기혼,True,충청남도,당진시,40대
6110,768196544,정상회원,여,28,국민은행,미확인,미확인,인천광역시,남동구,20대
6111,768207680,정상회원,여,34,연결앱결제,기혼,True,경상북도,경산시,30대
6112,768272640,정상회원,여,33,국민은행,미확인,False,서울특별시,강남구,30대
6113,768293056,정상회원,여,36,롯데카드,미확인,False,경상북도,구미시,30대
6114,768307904,정상회원,여,34,농협중앙회,기혼,False,서울특별시,관악구,30대
6115,768315328,정상회원,여,36,국민은행,기혼,미확인,서울특별시,마포구,30대
6116,768319040,정상회원,여,40,롯데카드,미혼,False,서울특별시,강남구,40대
6117,768322752,정상회원,여,56,국민은행,미확인,미확인,서울특별시,중구,50대
6118,768332032,정상회원,여,39,국민은행,미확인,False,경상남도,거제시,30대
6119,768333888,정상회원,여,46,국민은행,미확인,True,부산광역시,기장군,40대
6120,768356160,정상회원,여,36,SC제일은행,기혼,False,강원도,원주시,30대
6121,768371008,정상회원,남,34,대구은행,기혼,False,부산광역시,연제구,30대
6122,768372864,정상회원,여,38,국민카드,미혼,False,경상남도,김해시,30대
6123,768406272,정상회원,여,34,우리은행,기혼,False,충청북도,음성군,30대
6124,768437824,정상회원,여,38,롯데카드,기혼,False,경기도,의정부시,30대
6125,768445248,정상회원,여,43,롯데카드,미확인,미확인,경기도,양평군,40대
6126,768458240,정상회원,여,35,BC카드,기혼,True,전라북도,군산시,30대
6127,768469376,정상회원,여,43,롯데카드,기혼,False,대전광역시,서구,40대
6128,768478656,정상회원,여,37,신한카드,기혼,False,서울특별시,영등포구,30대
6129,768497216,정상회원,여,41,부산은행,미확인,False,강원도,원주시,40대
6130,768502784,정상회원,여,32,롯데카드,미확인,False,충청북도,청주시,30대
6131,768517632,정상회원,여,41,농협중앙회,기혼,False,경기도,화성시,40대
6132,768525056,정상회원,여,48,하나은행,미확인,False,서울특별시,강남구,40대
6133,768526912,정상회원,여,37,SC제일은행,미혼,미확인,경상남도,거제시,30대
6134,768541760,정상회원,여,40,롯데카드,미혼,True,경기도,고양시,40대
6135,768588160,정상회원,여,33,연결앱결제,기혼,미확인,울산광역시,울주군,30대
6136,768606720,정상회원,여,39,국민은행,미혼,True,경기도,남양주시,30대
6137,768616000,정상회원,여,38,국민은행,기혼,True,경상남도,거제시,30대
6138,768621568,정상회원,여,43,국민은행,미확인,True,경기도,용인시,40대
6139,768625280,정상회원,여,50,국민은행,미혼,True,충청남도,예산군,50대
6140,768656832,정상회원,여,37,농협중앙회,기혼,False,경기도,수원시,30대
6141,768664256,정상회원,여,47,국민은행,기혼,True,경상북도,경산시,40대
6142,768667968,정상회원,여,38,국민은행,기혼,False,광주광역시,서구,30대
6143,768706944,정상회원,여,44,우체국,기혼,False,서울특별시,동작구,40대
6144,768740352,정상회원,여,37,새마을금고,미확인,False,경상북도,경산시,30대
6145,768751488,정상회원,여,43,국민은행,기혼,True,경상남도,김해시,40대
6146,768770048,정상회원,여,39,국민은행,미혼,True,경기도,안산시,30대
6147,768792320,정상회원,여,44,신한은행,미확인,False,부산광역시,기장군,40대
6148,768803456,정상회원,여,37,하나은행,미혼,True,경상남도,진주시,30대
6149,768820160,정상회원,남,32,국민카드,미혼,False,강원도,원주시,30대
6150,768835008,정상회원,여,40,롯데카드,미혼,미확인,전라북도,군산시,40대
6151,768899968,정상회원,여,38,우리은행,기혼,False,경기도,수원시,30대
6152,768903680,정상회원,여,42,국민카드,미혼,True,부산광역시,기장군,40대
6153,768918528,정상회원,여,46,롯데카드,미혼,미확인,부산광역시,사하구,40대
6154,768933376,정상회원,여,56,BC카드,미혼,True,충청북도,음성군,50대
6155,768935232,정상회원,여,35,농협중앙회,미혼,False,충청북도,진천군,30대
6156,768953792,정상회원,여,33,국민은행,미혼,False,부산광역시,수영구,30대
6157,768974208,정상회원,여,39,연결앱결제,기혼,False,경상남도,김해시,30대
6158,768976064,정상회원,여,38,국민카드,미혼,True,대구광역시,동구,30대
6159,769041024,정상회원,여,41,농협중앙회,미혼,True,서울특별시,강남구,40대
6160,769074432,정상회원,여,36,하나은행,미혼,False,경상북도,경산시,30대
6161,769076288,정상회원,여,47,신한카드,기혼,True,대전광역시,유성구,40대
6162,769091136,정상회원,여,48,우리은행,미혼,False,서울특별시,강남구,40대
6163,769206208,정상회원,여,42,농협중앙회,미혼,True,대구광역시,북구,40대
6164,769211776,정상회원,여,29,현대카드,기혼,False,경상남도,창원시,20대
6165,769232192,정상회원,여,39,BC카드,미혼,미확인,경기도,평택시,30대
6166,769235904,정상회원,여,31,신한은행,기혼,False,경상북도,구미시,30대
6167,769263744,정상회원,여,34,씨티은행,미혼,False,대전광역시,서구,30대
6168,769276736,정상회원,남,43,롯데카드,미혼,미확인,경기도,평택시,40대
6169,769286016,정상회원,여,34,연결앱결제,기혼,False,충청남도,예산군,30대
6170,769295296,정상회원,여,31,신한카드,미혼,미확인,인천광역시,부평구,30대
6171,769300864,정상회원,남,59,연결앱결제,미혼,True,경기도,시흥시,50대
6172,769319424,정상회원,여,35,농협중앙회,기혼,False,경상남도,진주시,30대
6173,769391808,정상회원,여,34,국민카드,미혼,False,경기도,평택시,30대
6174,769415936,정상회원,여,33,롯데카드,미혼,미확인,전라북도,군산시,30대
6175,769417792,정상회원,여,38,신한은행,미혼,False,경기도,포천시,30대
6176,769419648,정상회원,여,42,신한은행,기혼,False,부산광역시,북구,40대
6177,769460480,정상회원,여,38,국민카드,미혼,False,서울특별시,마포구,30대
6178,769495744,정상회원,여,36,연결앱결제,미혼,True,경기도,고양시,30대
6179,769506880,정상회원,여,51,연결앱결제,미혼,미확인,대전광역시,서구,50대
6180,769510592,정상회원,여,35,신한은행,기혼,False,광주광역시,광산구,30대
6181,769512448,탈퇴,여,41,농협중앙회,미혼,False,서울특별시,영등포구,40대
6182,769519872,정상회원,여,40,국민카드,미혼,False,강원도,횡성군,40대
6183,769521728,정상회원,남,33,기업은행,기혼,False,울산광역시,북구,30대
6184,769532864,정상회원,여,31,대구은행,미혼,False,강원도,동해시,30대
6185,769544000,정상회원,여,41,기업은행,미혼,False,경기도,안양시,40대
6186,769577408,정상회원,여,40,연결앱결제,기혼,False,경상북도,구미시,40대
6187,769607104,정상회원,여,55,연결앱결제,미확인,False,경기도,수원시,50대
6188,769621952,정상회원,남,67,신한은행,기혼,미확인,서울특별시,강남구,60대
6189,769638656,정상회원,여,45,국민카드,기혼,미확인,대구광역시,중구,40대
6190,769675776,정상회원,여,28,국민은행,미확인,미확인,부산광역시,영도구,20대
6191,769712896,정상회원,여,28,우리은행,기혼,False,경기도,수원시,20대
6192,769727744,정상회원,여,44,연결앱결제,기혼,False,울산광역시,중구,40대
6193,769729600,정상회원,여,46,롯데카드,기혼,False,세종특별자치시,노을3로,40대
6194,769748160,정상회원,여,41,롯데카드,미확인,미확인,광주광역시,북구,40대
6195,769774144,정상회원,여,29,신한은행,미확인,False,강원도,태백시,20대
6196,769781568,정상회원,여,38,신한은행,미확인,True,경기도,의정부시,30대
6197,769798272,정상회원,남,34,국민은행,기혼,False,경상남도,거제시,30대
6198,769833536,정상회원,여,63,연결앱결제,미확인,True,경상북도,포항시,60대
6199,769848384,정상회원,여,40,국민은행,미확인,미확인,부산광역시,기장군,40대
6200,769850240,정상회원,여,43,신한은행,미확인,False,경기도,안산시,40대
6201,769857664,정상회원,여,42,BC카드,미확인,False,경상남도,거제시,40대
6202,769865088,정상회원,여,37,외환은행,미확인,False,전라북도,군산시,30대
6203,769868800,정상회원,여,51,신한은행,기혼,True,경기도,고양시,50대
6204,769918912,정상회원,여,50,기업은행,기혼,True,대구광역시,수성구,50대
6205,769948608,정상회원,여,28,롯데카드,미확인,미확인,대구광역시,동구,20대
6206,769959744,정상회원,여,36,신한카드,기혼,False,충청남도,아산시,30대
6207,769978304,정상회원,여,33,삼성카드,미확인,False,대전광역시,대덕구,30대
6208,769983872,정상회원,여,41,농협중앙회,미확인,False,부산광역시,강서구,40대
6209,770008000,정상회원,여,37,BC카드,미확인,True,서울특별시,마포구,30대
6210,770019136,정상회원,여,62,롯데카드,기혼,미확인,전라남도,목포시,60대
6211,770087808,정상회원,여,52,광주은행,기혼,True,인천광역시,남구,50대
6212,770091520,정상회원,여,36,BC카드,기혼,False,부산광역시,해운대구,30대
6213,770097088,정상회원,여,29,농협중앙회,기혼,미확인,경상북도,봉화군,20대
6214,770100800,정상회원,여,34,연결앱결제,기혼,False,경기도,용인시,30대
6215,770134208,정상회원,여,31,신한은행,기혼,True,전라남도,나주시,30대
6216,770195456,정상회원,여,35,부산은행,기혼,미확인,서울특별시,은평구,30대
6217,770262272,정상회원,여,48,삼성카드,미혼,True,경상북도,구미시,40대
6218,770301248,정상회원,여,36,국민은행,미혼,False,부산광역시,동래구,30대
6219,770303104,정상회원,여,37,현대카드,미혼,미확인,경상북도,경산시,30대
6220,770410752,정상회원,여,38,국민은행,미혼,False,충청남도,천안시,30대
6221,770427456,정상회원,여,40,롯데카드,기혼,False,경상북도,구미시,40대
6222,770490560,정상회원,여,53,신한카드,미혼,True,충청남도,홍성군,50대
6223,770575936,정상회원,여,51,국민은행,기혼,False,제주특별자치도,제주시,50대
6224,770700288,정상회원,여,64,BC카드,기혼,False,경상남도,창원시,60대
6225,770876608,정상회원,여,61,연결앱결제,미확인,True,대전광역시,유성구,60대
6226,771051072,정상회원,여,31,국민카드,기혼,False,경상북도,경산시,30대
6227,771093760,정상회원,여,35,국민은행,미혼,False,경상남도,양산시,30대
6228,771401856,정상회원,여,50,신한카드,기혼,False,경상북도,구미시,50대
6229,771448256,정상회원,여,36,농협중앙회,기혼,False,부산광역시,기장군,30대
6230,771468672,정상회원,여,34,롯데카드,미혼,False,전라북도,군산시,30대
6231,771477952,정상회원,여,32,연결앱결제,미혼,미확인,충청북도,청주시,30대
6232,771539200,정상회원,여,37,국민은행,기혼,False,경상남도,양산시,30대
6233,771869568,정상회원,남,34,우리은행,기혼,True,대전광역시,서구,30대
6234,771895552,정상회원,여,35,BC카드,미혼,False,경상북도,구미시,30대
6235,772006912,정상회원,남,32,신한은행,미혼,미확인,전라남도,영암군,30대
6236,772307584,정상회원,여,29,국민은행,기혼,False,부산광역시,해운대구,20대
6237,772350272,정상회원,여,36,우리은행,미혼,True,경기도,안산시,30대
6238,772359552,정상회원,여,31,국민은행,미혼,False,경상북도,경산시,30대
6239,772383680,정상회원,여,49,롯데카드,기혼,미확인,서울특별시,동작구,40대
6240,772465344,정상회원,여,36,부산은행,미혼,미확인,경기도,안산시,30대
6241,772851392,정상회원,여,36,BC카드,기혼,False,서울특별시,동작구,30대
6242,772921920,정상회원,여,73,BC카드,기혼,False,서울특별시,강북구,70대이상
6243,772947904,정상회원,여,35,롯데카드,미혼,False,광주광역시,광산구,30대
6244,773051840,정상회원,여,39,농협중앙회,미혼,False,광주광역시,동구,30대
6245,773113088,정상회원,여,37,우리은행,미혼,False,전라북도,군산시,30대
6246,773270848,정상회원,여,26,연결앱결제,기혼,False,부산광역시,강서구,20대
6247,773623488,정상회원,여,30,신한은행,기혼,False,인천광역시,남동구,30대
6248,773649472,정상회원,여,49,신한카드,기혼,False,부산광역시,연제구,40대
6249,773939008,정상회원,여,41,우리은행,미혼,False,대구광역시,동구,40대
6250,774054080,정상회원,여,34,농협중앙회,미혼,False,대전광역시,유성구,30대
6251,774326912,정상회원,여,38,롯데카드,미혼,False,경기도,용인시,30대
6252,774393728,정상회원,여,56,롯데카드,미혼,False,울산광역시,울주군,50대
6253,774510656,정상회원,남,46,신한은행,미혼,True,경기도,의정부시,40대
6254,774544064,정상회원,여,35,국민카드,미혼,False,대전광역시,중구,30대
6255,774625728,정상회원,여,31,우리은행,기혼,True,서울특별시,강서구,30대
6256,774644288,정상회원,여,60,롯데카드,미확인,False,경기도,김포시,60대
6257,774673984,정상회원,여,35,롯데카드,기혼,False,경기도,이천시,30대
6258,774699968,정상회원,여,28,연결앱결제,기혼,False,전라남도,여수시,20대
6259,774789056,정상회원,여,36,신한은행,기혼,False,부산광역시,연제구,30대
6260,775099008,정상회원,여,29,신한은행,기혼,False,강원도,태백시,20대
6261,775167680,정상회원,여,54,우리은행,미확인,False,서울특별시,마포구,50대
6262,775227072,탈퇴,여,34,롯데카드,미확인,False,서울특별시,서대문구,30대
6263,775321728,정상회원,여,37,롯데카드,기혼,False,경기도,의정부시,30대
6264,775336576,정상회원,여,64,국민은행,기혼,미확인,충청북도,증평군,60대
6265,775524032,정상회원,여,33,우리은행,미확인,True,인천광역시,남동구,30대
6266,775542592,정상회원,여,29,롯데카드,미확인,False,부산광역시,영도구,20대
6267,775564864,정상회원,여,47,하나은행,미혼,False,울산광역시,남구,40대
6268,775581568,정상회원,여,32,BC카드,기혼,미확인,경상남도,거제시,30대
6269,775850688,정상회원,여,60,삼성카드,미확인,False,대전광역시,중구,60대
6270,775887808,정상회원,여,50,신한은행,미확인,미확인,경기도,수원시,50대
6271,775962048,정상회원,여,44,신한카드,미확인,False,강원도,원주시,40대
6272,775978752,정상회원,여,34,신한은행,기혼,False,울산광역시,울주군,30대
6273,776698880,정상회원,여,41,국민카드,미확인,미확인,충청북도,청주시,40대
6274,776737856,정상회원,남,56,우리은행,기혼,False,전라북도,군산시,50대
6275,776745280,정상회원,여,32,국민은행,기혼,False,경기도,평택시,30대
6276,777012544,정상회원,여,64,농협중앙회,기혼,미확인,서울특별시,송파구,60대
6277,777045952,정상회원,여,38,BC카드,기혼,False,경기도,안양시,30대
6278,777051520,정상회원,여,69,연결앱결제,기혼,False,인천광역시,남동구,60대
6279,777073792,정상회원,여,70,신한은행,기혼,False,서울특별시,강남구,70대이상
6280,777086784,정상회원,여,55,롯데카드,미확인,미확인,경기도,평택시,50대
6281,777120192,정상회원,여,32,기업은행,미확인,False,경기도,안산시,30대
6282,777127616,정상회원,여,32,연결앱결제,미확인,False,경기도,수원시,30대
6283,777461696,정상회원,여,36,롯데카드,미혼,False,울산광역시,북구,30대
6284,777463552,정상회원,여,40,농협중앙회,미혼,False,부산광역시,해운대구,40대
6285,777470976,정상회원,여,37,기업은행,기혼,False,대구광역시,서구,30대
6286,777664000,탈퇴,여,35,신한은행,미혼,False,부산광역시,동래구,30대
6287,777808768,정상회원,여,51,우리은행,미혼,False,울산광역시,동구,50대
6288,777814336,정상회원,여,65,신한카드,기혼,True,경상남도,김해시,60대
6289,778115008,정상회원,여,31,농협중앙회,미혼,미확인,경상북도,구미시,30대
6290,778116864,정상회원,여,32,국민은행,기혼,False,전라남도,여수시,30대
6291,778517760,정상회원,여,24,농협중앙회,미확인,미확인,대구광역시,달서구,20대
6292,778608704,정상회원,여,40,농협중앙회,미확인,False,경상북도,경산시,40대
6293,778656960,정상회원,여,35,국민은행,미확인,False,경상남도,창원시,30대
6294,778790592,정상회원,여,49,농협중앙회,기혼,False,경기도,안양시,40대
6295,778892672,정상회원,여,39,신한은행,미확인,False,대전광역시,서구,30대
6296,778907520,정상회원,여,42,국민카드,기혼,미확인,서울특별시,관악구,40대
6297,778922368,정상회원,여,36,연결앱결제,기혼,미확인,경기도,용인시,30대
6298,778965056,정상회원,여,35,우리은행,미혼,False,전라남도,담양군,30대
6299,779005888,정상회원,여,35,국민은행,미혼,미확인,전라남도,강진군,30대
6300,779141376,정상회원,여,49,롯데카드,기혼,True,서울특별시,마포구,40대
6301,779312128,정상회원,여,56,우리은행,미혼,미확인,경기도,용인시,50대
6302,779455040,정상회원,여,28,신한카드,기혼,True,인천광역시,중구,20대
6303,779505152,정상회원,여,54,롯데카드,기혼,False,대구광역시,북구,50대
6304,779752000,정상회원,여,40,기업은행,미혼,False,울산광역시,북구,40대
6305,779777984,정상회원,여,40,연결앱결제,미혼,미확인,경상남도,거제시,40대
6306,779985856,정상회원,여,30,국민은행,기혼,미확인,전라남도,목포시,30대
6307,780054528,정상회원,여,41,새마을금고,미혼,False,경기도,이천시,40대
6308,780219712,정상회원,여,46,농협중앙회,미혼,False,전라북도,군산시,40대
6309,780306944,정상회원,남,58,BC카드,기혼,False,부산광역시,연제구,50대
6310,780381184,정상회원,여,41,우리은행,미확인,False,서울특별시,송파구,40대
6311,780436864,정상회원,여,51,하나은행,기혼,False,대구광역시,수성구,50대
6312,780735680,정상회원,여,30,농협중앙회,미혼,미확인,경상북도,포항시,30대
6313,780793216,정상회원,여,50,우리은행,미혼,False,부산광역시,연제구,50대
6314,780854464,정상회원,여,32,롯데카드,기혼,False,부산광역시,금정구,30대
6315,780886016,정상회원,여,44,롯데카드,미혼,미확인,인천광역시,남동구,40대
6316,780980672,정상회원,여,65,부산은행,기혼,미확인,경상북도,구미시,60대
6317,780999232,정상회원,여,45,롯데카드,기혼,미확인,경기도,부천시,40대
6318,781010368,정상회원,여,66,롯데카드,미확인,False,충청북도,영동군,60대
6319,781019648,정상회원,여,59,연결앱결제,기혼,False,인천광역시,중구,50대
6320,781066048,정상회원,여,61,신한카드,미혼,미확인,경기도,의정부시,60대
6321,781190400,정상회원,여,32,농협중앙회,기혼,False,경기도,평택시,30대
6322,781348160,정상회원,여,44,농협중앙회,미혼,True,충청북도,청주시,40대
6323,781359296,정상회원,여,57,국민은행,미혼,False,광주광역시,남구,50대
6324,781710080,정상회원,여,49,국민카드,미확인,True,경기도,남양주시,40대
6325,781786176,정상회원,여,39,국민은행,미혼,False,충청남도,당진시,30대
6326,781947648,정상회원,여,28,국민은행,기혼,미확인,경상북도,구미시,20대
6327,782047872,정상회원,여,29,하나은행,미확인,미확인,부산광역시,연제구,20대
6328,782075712,정상회원,남,53,농협중앙회,기혼,False,충청남도,부여군,50대
6329,782235328,정상회원,여,39,국민은행,기혼,True,강원도,원주시,30대
6330,782634368,정상회원,여,50,대구은행,기혼,미확인,대구광역시,북구,50대
6331,783079808,정상회원,여,61,롯데카드,미확인,False,강원도,고성군,60대
6332,783089088,정상회원,여,36,국민은행,미확인,True,광주광역시,광산구,30대
6333,783380480,정상회원,여,43,우리은행,미확인,True,대전광역시,동구,40대
6334,783480704,정상회원,여,37,국민은행,기혼,False,충청남도,아산시,30대
6335,783540096,정상회원,여,32,새마을금고,미확인,False,광주광역시,서구,30대
6336,783556800,정상회원,여,38,하나은행,기혼,미확인,경기도,시흥시,30대
6337,783924288,정상회원,여,32,기업은행,기혼,미확인,서울특별시,관악구,30대
6338,784015232,정상회원,여,34,국민은행,미확인,미확인,부산광역시,연제구,30대
6339,784052352,정상회원,여,35,삼성카드,기혼,미확인,경기도,용인시,30대
6340,784091328,정상회원,여,32,롯데카드,기혼,False,인천광역시,남동구,30대
6341,784104320,정상회원,여,41,부산은행,미혼,False,대전광역시,동구,40대
6342,784284352,정상회원,여,37,신한카드,미혼,False,부산광역시,남구,30대
6343,784688960,정상회원,여,28,국민은행,미혼,False,울산광역시,울주군,20대
6344,784722368,정상회원,여,54,롯데카드,미혼,False,경상북도,칠곡군,50대
6345,784802176,정상회원,여,38,롯데카드,미혼,False,충청남도,홍성군,30대
6346,784911680,정상회원,여,32,BC카드,기혼,False,경기도,부천시,30대
6347,784924672,정상회원,여,34,신한카드,미혼,False,부산광역시,영도구,30대
6348,785034176,정상회원,여,52,연결앱결제,기혼,미확인,충청북도,음성군,50대
6349,785043456,정상회원,남,72,연결앱결제,미혼,미확인,세종특별자치시,보듬3로,70대이상
6350,785067584,정상회원,여,28,신한카드,미혼,False,경상북도,경산시,20대
6351,785117696,정상회원,여,62,롯데카드,기혼,False,경상북도,안동시,60대
6352,785390528,정상회원,여,32,연결앱결제,미혼,미확인,대전광역시,유성구,30대
6353,785600256,정상회원,여,33,현대카드,미혼,False,경기도,용인시,30대
6354,786036416,정상회원,여,38,씨티은행,미혼,True,충청북도,충주시,30대
6355,786108800,정상회원,여,38,우리은행,미혼,미확인,경기도,성남시,30대
6356,786110656,정상회원,여,32,기업은행,기혼,False,경상남도,김해시,30대
6357,786357504,정상회원,여,70,연결앱결제,미혼,False,광주광역시,광산구,70대이상
6358,786392768,정상회원,여,32,우리은행,기혼,False,경기도,수원시,30대
6359,786409472,정상회원,여,29,신한은행,기혼,False,강원도,춘천시,20대
6360,786530112,정상회원,여,40,신한은행,미혼,False,경상남도,창원시,40대
6361,786634048,탈퇴,여,30,국민은행,미확인,False,충청남도,천안시,30대
6362,786981120,정상회원,여,31,국민카드,기혼,False,경기도,수원시,30대
6363,786990400,정상회원,여,36,연결앱결제,기혼,False,경기도,하남시,30대
6364,787320768,정상회원,여,44,신한은행,미확인,False,대전광역시,유성구,40대
6365,787385728,정상회원,여,64,롯데카드,미확인,False,부산광역시,중구,60대
6366,787742080,정상회원,여,41,국민은행,기혼,미확인,경상남도,김해시,40대
6367,787743936,정상회원,남,64,국민은행,미확인,False,경상남도,창원시,60대
6368,787901696,정상회원,여,53,국민은행,기혼,False,충청북도,충주시,50대
6369,787903552,정상회원,남,27,농협중앙회,미확인,미확인,경기도,부천시,20대
6370,787949952,정상회원,남,32,국민은행,기혼,미확인,경기도,성남시,30대
6371,788155968,정상회원,여,46,우체국,미확인,False,울산광역시,울주군,40대
6372,788339712,정상회원,여,63,기업은행,미확인,False,경상남도,김해시,60대
6373,788345280,정상회원,여,44,SC제일은행,기혼,True,경상남도,김해시,40대
6374,788519744,정상회원,여,30,신한카드,기혼,True,경기도,고양시,30대
6375,788543872,정상회원,남,34,국민은행,기혼,False,경상남도,김해시,30대
6376,788757312,정상회원,여,34,농협중앙회,미확인,False,경상북도,포항시,30대
6377,788779584,정상회원,남,54,롯데카드,미확인,True,경기도,시흥시,50대
6378,788809280,정상회원,여,55,연결앱결제,미확인,False,경기도,포천시,50대
6379,789030144,정상회원,여,28,BC카드,기혼,False,전라북도,김제시,20대
6380,789108096,정상회원,여,36,우리은행,기혼,False,광주광역시,광산구,30대
6381,789145216,정상회원,여,33,연결앱결제,기혼,False,전라북도,완주군,30대
6382,789208320,정상회원,여,52,롯데카드,미확인,False,대전광역시,유성구,50대
6383,789271424,정상회원,여,31,씨티은행,기혼,False,서울특별시,동작구,30대
6384,789843072,정상회원,여,35,국민은행,기혼,False,경기도,시흥시,30대
6385,790145600,정상회원,여,47,국민은행,미혼,True,경기도,용인시,40대
6386,790182720,정상회원,여,37,농협중앙회,미혼,미확인,전라북도,익산시,30대
6387,790255104,정상회원,여,30,신한카드,미혼,False,경기도,수원시,30대
6388,790351616,정상회원,여,67,신한은행,기혼,False,경기도,포천시,60대
6389,790670848,정상회원,여,38,국민은행,미확인,False,인천광역시,중구,30대
6390,790704256,정상회원,여,35,신한은행,미혼,False,경기도,수원시,30대
6391,790728384,정상회원,여,48,신한은행,미확인,False,부산광역시,강서구,40대
6392,791506048,정상회원,여,32,국민은행,기혼,False,충청남도,아산시,30대
6393,791550592,정상회원,여,40,우리은행,미확인,False,대구광역시,달서구,40대
6394,791693504,정상회원,여,32,부산은행,기혼,False,서울특별시,마포구,30대
6395,791741760,정상회원,여,30,국민은행,기혼,True,경기도,이천시,30대
6396,791756608,정상회원,남,62,국민카드,기혼,False,경상남도,고성군,60대
6397,791949632,정상회원,여,75,롯데카드,기혼,False,전라남도,화순군,70대이상
6398,791951488,정상회원,여,31,국민은행,기혼,미확인,부산광역시,금정구,30대
6399,792053568,정상회원,여,50,롯데카드,미혼,False,세종특별자치시,조치원읍,50대
6400,792073984,정상회원,여,34,국민은행,미혼,미확인,서울특별시,동작구,30대
6401,792168640,정상회원,여,29,국민은행,기혼,False,경상남도,김해시,20대
6402,792202048,정상회원,여,29,삼성카드,기혼,True,경기도,김포시,20대
6403,792363520,정상회원,여,38,롯데카드,미혼,False,충청북도,제천시,30대
6404,792573248,정상회원,여,63,농협중앙회,미혼,False,서울특별시,광진구,60대
6405,792615936,정상회원,여,59,국민은행,미혼,False,대구광역시,북구,50대
6406,792851648,정상회원,여,47,신한카드,기혼,False,부산광역시,기장군,40대
6407,793319360,정상회원,여,38,우리은행,기혼,False,경상북도,영천시,30대
6408,793462272,정상회원,여,38,국민은행,기혼,True,충청남도,당진시,30대
6409,793675712,정상회원,여,57,우리은행,미혼,미확인,서울특별시,강동구,50대
6410,793859456,정상회원,여,31,하나은행,미확인,미확인,울산광역시,동구,30대
6411,793959680,정상회원,여,54,국민은행,기혼,미확인,경기도,하남시,50대
6412,793989376,정상회원,여,31,국민은행,기혼,False,울산광역시,남구,30대
6413,794243648,정상회원,여,57,신한은행,기혼,미확인,서울특별시,동작구,50대
6414,794316032,정상회원,여,34,롯데카드,미혼,False,서울특별시,성동구,30대
6415,794683520,정상회원,여,36,신한은행,기혼,미확인,부산광역시,강서구,30대
6416,794755904,정상회원,여,28,롯데카드,기혼,False,충청북도,진천군,20대
6417,794800448,정상회원,여,29,신한은행,기혼,True,서울특별시,강동구,20대
6418,795051008,정상회원,남,31,연결앱결제,기혼,False,부산광역시,동래구,30대
6419,795149376,정상회원,여,32,국민은행,미혼,False,경상북도,구미시,30대
6420,795240320,정상회원,여,29,연결앱결제,미혼,False,부산광역시,북구,20대
6421,795346112,정상회원,여,49,국민은행,미혼,False,대구광역시,달성군,40대
6422,795366528,정상회원,여,30,연결앱결제,미혼,False,경상남도,김해시,30대
6423,795685760,정상회원,여,35,우리은행,기혼,미확인,경기도,구리시,30대
6424,795732160,정상회원,여,29,기업은행,미혼,False,부산광역시,동래구,20대
6425,795778560,정상회원,여,64,국민은행,미혼,False,부산광역시,남구,60대
6426,796003136,정상회원,여,31,신한은행,미혼,False,충청북도,충주시,30대
6427,796034688,정상회원,여,33,광주은행,기혼,False,광주광역시,광산구,30대
6428,796133056,정상회원,여,43,우리은행,미확인,False,부산광역시,부산진구,40대
6429,796236992,정상회원,여,31,신한은행,미확인,False,강원도,강릉시,30대
6430,796300096,정상회원,여,38,우리은행,기혼,미확인,부산광역시,해운대구,30대
6431,796446720,정상회원,여,37,국민은행,기혼,False,경기도,가평군,30대
6432,796491264,정상회원,여,36,삼성카드,기혼,False,경기도,시흥시,30대
6433,796584064,정상회원,여,68,우리은행,기혼,False,대구광역시,북구,60대
6434,796658304,정상회원,여,57,국민은행,기혼,False,부산광역시,북구,50대
6435,796990528,정상회원,여,44,롯데카드,미확인,미확인,경기도,포천시,40대
6436,797296768,정상회원,여,52,하나은행,미확인,False,울산광역시,중구,50대
6437,797309760,정상회원,여,36,국민카드,미확인,False,경기도,화성시,30대
6438,797367296,정상회원,여,57,신한카드,미확인,False,울산광역시,북구,50대
6439,797523200,정상회원,여,42,광주은행,미확인,미확인,부산광역시,남구,40대
6440,797539904,정상회원,여,30,연결앱결제,미확인,False,충청북도,증평군,30대
